-23.71,-17.08,100,100,100,0,0,0,0
-33.01,-20.16,100,100,100,0,0,0,0
-27.19,-21.36,100,100,100,0,0,0,0
-29.53,-25.49,100,100,100,0,0,0,0
-23.55,-27.4,100,100,100,0,0,0,0
-25.16,-27.69,100,100,100,0,0,0,0
-13.75,-23.84,100,100,100,0,0,0,0
-25.35,-23.47,100,100,100,0,0,0,0
-29.18,-23.4,100,100,100,0,0,0,0
-20.08,-22.7,100,100,100,0,0,0,0
-32.03,-24.08,100,100,100,0,0,0,0
-33.05,-27.94,100,100,100,0,0,0,0
-35.82,-30.03,100,100,100,0,0,0,0
-40.27,-32.25,100,100,100,0,0,0,0
-46.45,-37.52,100,100,100,0,0,0,0
-34.8,-38.08,100,100,100,0,0,0,0
-53.05,-42.08,100,100,100,0,0,0,0
-52.77,-45.47,100,100,100,0,0,0,0
-54.65,-48.34,100,100,100,0,0,0,0
-59.77,-51.01,100,100,100,0,0,0,0
-57.89,-55.63,100,100,100,0,0,0,0
-68.44,-58.7,100,100,100,0,0,0,0
-74.1,-62.97,100,100,100,0,0,0,0
-57.93,-63.63,100,100,100,0,0,0,0
-43.36,-60.34,100,100,100,0,0,0,0
-67.42,-62.25,100,100,100,0,0,0,0
-63.16,-61.2,100,100,100,0,0,0,0
-65.74,-59.52,100,100,100,0,0,0,0
-66.84,-61.3,100,100,100,0,0,0,0
-68.05,-66.24,100,100,100,0,0,0,0
-81.02,-68.96,100,100,100,0,0,0,0
-58.01,-67.93,100,100,100,0,0,0,0
-55.23,-65.83,100,100,100,0,0,0,0
-43.63,-61.19,100,100,100,0,0,0,0
-45.47,-56.67,100,100,100,0,0,0,0
-43.63,-49.2,100,100,100,0,0,0,0
-75,-52.59,100,100,100,0,0,0,0
-54.45,-52.44,100,100,100,0,0,0,0
-77.93,-59.3,100,100,100,0,0,0,0
-69.8,-64.16,100,100,100,0,0,0,0
-75.51,-70.54,100,100,100,0,0,0,0
-54.38,-66.41,100,100,100,0,0,0,0
-38.48,-63.22,100,100,100,0,0,0,0
-34.8,-54.59,100,100,100,0,0,0,0
-34.73,-47.58,100,100,100,0,0,0,0
-35.16,-39.51,100,100,100,0,0,0,0
-47.93,-38.22,100,100,100,0,0,0,0
-54.02,-41.33,100,100,100,0,0,0,0
-42.34,-42.84,100,100,100,0,0,0,0
-32.23,-42.34,100,100,100,0,0,0,0
-30.86,-41.48,100,100,100,0,0,0,0
-39.84,-39.86,100,100,100,0,0,0,0
-26.05,-34.27,100,100,100,0,0,0,0
-31.6,-32.12,100,100,100,0,0,0,0
-36.52,-32.98,100,100,100,0,0,0,0
-32.81,-33.37,100,100,100,0,0,0,0
-26.29,-30.66,100,100,100,0,0,0,0
-25.74,-30.59,100,100,100,0,0,0,0
-43.16,-32.91,100,100,100,0,0,0,0
-37.34,-33.07,100,100,100,0,0,0,0
-37.34,-33.98,100,100,100,0,0,0,0
-40.08,-36.73,100,100,100,0,0,0,0
-37.66,-39.12,100,100,100,0,0,0,0
-30.35,-36.55,100,100,100,0,0,0,0
-39.88,-37.06,100,100,100,0,0,0,0
-42.19,-38.03,100,100,100,0,0,0,0
-44.41,-38.9,100,100,100,0,0,0,0
-32.3,-37.83,100,100,100,0,0,0,0
-41.29,-40.02,100,100,100,0,0,0,0
-32.73,-38.59,100,100,100,0,0,0,0
-31.76,-36.5,100,100,100,0,0,0,0
-37.03,-35.02,100,100,100,0,0,0,0
-47.66,-38.09,100,100,100,0,0,0,0
-31.68,-36.17,100,100,100,0,0,0,0
-37.27,-37.08,100,100,100,0,0,0,0
-45.74,-39.88,100,100,100,0,0,0,0
-38.91,-40.25,100,100,100,0,0,0,0
-35.82,-37.88,100,100,100,0,0,0,0
-35.47,-38.64,100,100,100,0,0,0,0
-39.8,-39.15,100,100,100,0,0,0,0
-34.45,-36.89,100,100,100,0,0,0,0
-40.27,-37.16,100,100,100,0,0,0,0
-22.73,-34.55,100,100,100,0,0,0,0
