-35.27,-29.4,100,100,100,0,0,0,0
-24.65,-28.25,100,100,100,0,0,0,0
-20.53,-27.04,100,100,100,0,0,0,0
-16.31,-26.02,100,100,100,0,0,0,0
-25.66,-24.48,100,100,100,0,0,0,0
-21.87,-21.8,100,100,100,0,0,0,0
-32.4,-23.36,100,100,100,0,0,0,0
-30.88,-25.43,100,100,100,0,0,0,0
-30.68,-28.3,100,100,100,0,0,0,0
-14.26,-26.02,100,100,100,0,0,0,0
-21,-25.84,100,100,100,0,0,0,0
-5.66,-20.5,100,100,100,0,0,0,0
-13.79,-17.08,100,100,100,0,0,0,0
-11.21,-13.18,100,100,100,0,0,0,0
-13.48,-13.03,100,100,100,0,0,0,0
-2.23,-9.27,100,100,100,0,0,0,0
-3.71,-8.88,100,100,100,0,0,0,0
-7.25,-7.57,100,100,100,0,0,0,0
-17.15,-8.76,100,100,100,0,0,0,0
-4.16,-6.9,100,100,100,0,0,0,0
0.88,-6.28,100,100,100,0,0,0,0
-6.99,-6.93,100,100,100,0,0,0,0
-33.59,-12.2,100,100,100,0,0,0,0
-29.75,-14.72,100,100,100,0,0,0,0
-19.02,-17.7,100,100,100,0,0,0,0
-37.4,-25.35,100,100,100,0,0,0,0
-32.62,-30.48,100,100,100,0,0,0,0
-41.91,-32.14,100,100,100,0,0,0,0
-42.87,-34.77,100,100,100,0,0,0,0
-40.27,-39.02,100,100,100,0,0,0,0
-40.94,-39.72,100,100,100,0,0,0,0
-44.59,-42.12,100,100,100,0,0,0,0
-42.6,-42.25,100,100,100,0,0,0,0
-42.62,-42.2,100,100,100,0,0,0,0
-42.56,-42.66,100,100,100,0,0,0,0
-36.09,-41.69,100,100,100,0,0,0,0
-27.29,-38.23,100,100,100,0,0,0,0
-36.09,-36.93,100,100,100,0,0,0,0
-33.38,-35.08,100,100,100,0,0,0,0
-32.3,-33.03,100,100,100,0,0,0,0
-34.47,-32.71,100,100,100,0,0,0,0
-34.02,-34.05,100,100,100,0,0,0,0
-2.07,-27.25,100,100,100,0,0,0,0
-12.87,-23.15,100,100,100,0,0,0,0
-28.79,-22.45,100,100,100,0,0,0,0
-15.1,-18.57,100,100,100,0,0,0,0
-18.22,-15.41,100,100,100,0,0,0,0
-29.34,-20.86,100,100,100,0,0,0,0
-29.96,-24.28,100,100,100,0,0,0,0
-27.75,-24.07,100,100,100,0,0,0,0
-34.06,-27.87,100,100,100,0,0,0,0
-40.78,-32.38,100,100,100,0,0,0,0
-29.96,-32.5,100,100,100,0,0,0,0
-27.75,-32.06,100,100,100,0,0,0,0
