-74.59,-73.69,100,100,100,0,0,0,0
-72.97,-74.02,100,100,100,0,0,0,0
-52.19,-69.25,100,100,100,0,0,0,0
-67.97,-67.69,100,100,100,0,0,0,0
-60.47,-65.64,100,100,100,0,0,0,0
-61.25,-62.97,100,100,100,0,0,0,0
-51.97,-58.77,100,100,100,0,0,0,0
-68.54,-62.04,100,100,100,0,0,0,0
-74.84,-63.41,100,100,100,0,0,0,0
-71.78,-65.68,100,100,100,0,0,0,0
-63.75,-66.18,100,100,100,0,0,0,0
-61.62,-68.11,100,100,100,0,0,0,0
-56.31,-65.66,100,100,100,0,0,0,0
-67.97,-64.29,100,100,100,0,0,0,0
-49.43,-59.82,100,100,100,0,0,0,0
-59.63,-58.99,100,100,100,0,0,0,0
-50.88,-56.84,100,100,100,0,0,0,0
-49.16,-55.41,100,100,100,0,0,0,0
-41.97,-50.21,100,100,100,0,0,0,0
-52.87,-50.9,100,100,100,0,0,0,0
-55.72,-50.12,100,100,100,0,0,0,0
-59.12,-51.77,100,100,100,0,0,0,0
-49.94,-51.93,100,100,100,0,0,0,0
-44.69,-52.47,100,100,100,0,0,0,0
-56.41,-53.18,100,100,100,0,0,0,0
-34.59,-48.95,100,100,100,0,0,0,0
-49.59,-47.04,100,100,100,0,0,0,0
-51.04,-47.26,100,100,100,0,0,0,0
-45.41,-47.41,100,100,100,0,0,0,0
-42.5,-44.63,100,100,100,0,0,0,0
-27.44,-43.2,100,100,100,0,0,0,0
-35.47,-40.37,100,100,100,0,0,0,0
-14.84,-33.13,100,100,100,0,0,0,0
-11.31,-26.31,100,100,100,0,0,0,0
-19.06,-21.62,100,100,100,0,0,0,0
-11.82,-18.5,100,100,100,0,0,0,0
-14.12,-14.23,100,100,100,0,0,0,0
-23.85,-16.03,100,100,100,0,0,0,0
-21.72,-18.11,100,100,100,0,0,0,0
-21.66,-18.63,100,100,100,0,0,0,0
-33.85,-23.04,100,100,100,0,0,0,0
-26.15,-25.45,100,100,100,0,0,0,0
-25.84,-25.84,100,100,100,0,0,0,0
-28.03,-27.11,100,100,100,0,0,0,0
-26.31,-28.04,100,100,100,0,0,0,0
-29.69,-27.2,100,100,100,0,0,0,0
-25.84,-27.14,100,100,100,0,0,0,0
-25,-26.97,100,100,100,0,0,0,0
-23.69,-26.11,100,100,100,0,0,0,0
-33.34,-27.51,100,100,100,0,0,0,0
-45.68,-30.71,100,100,100,0,0,0,0
-43.18,-34.18,100,100,100,0,0,0,0
-46.66,-38.51,100,100,100,0,0,0,0
-45.94,-42.96,100,100,100,0,0,0,0
-52.19,-46.73,100,100,100,0,0,0,0
-45.68,-46.73,100,100,100,0,0,0,0
-48.44,-47.78,100,100,100,0,0,0,0
-43.03,-47.05,100,100,100,0,0,0,0
-54,-48.67,100,100,100,0,0,0,0
-48.75,-47.98,100,100,100,0,0,0,0
-61.15,-51.07,100,100,100,0,0,0,0
-69.59,-55.3,100,100,100,0,0,0,0
-63.69,-59.44,100,100,100,0,0,0,0
-77.25,-64.09,100,100,100,0,0,0,0
-88.12,-71.96,100,100,100,0,0,0,0
-91.97,-78.12,100,100,100,0,0,0,0
-66.04,-77.41,100,100,100,0,0,0,0
-66.09,-77.89,100,100,100,0,0,0,0
-64.63,-75.37,100,100,100,0,0,0,0
-54.79,-68.7,100,100,100,0,0,0,0
-67.44,-63.8,100,100,100,0,0,0,0
-69.59,-64.51,100,100,100,0,0,0,0
