| Readings |                  1 |                  2 |                  4 |                  8 |                 16 |                 32 |                 64 |                128 |                256 |
|----------|--------------------|--------------------|--------------------|--------------------|--------------------|--------------------|--------------------|--------------------|--------------------|
|      1.0 |               15.0 | 15.666666666666666 | 15.666666666666666 | 15.333333333333334 | 26.333333333333332 | 32.666666666666664 |  64.66666666666667 | 130.66666666666666 | 250.66666666666666 |
|      2.0 |               26.0 |               26.0 |               26.0 |               26.0 |               18.0 |               37.0 |  70.66666666666667 |              132.0 |              269.0 |
|      3.0 | 30.333333333333332 |               37.0 |               37.0 | 37.333333333333336 | 45.333333333333336 | 48.333333333333336 |  81.66666666666667 | 153.66666666666666 |              271.0 |
|      4.0 |               55.0 | 48.333333333333336 | 48.333333333333336 |               48.0 | 48.333333333333336 | 59.666666666666664 |               93.0 | 159.66666666666666 |  282.3333333333333 |
|      5.0 | 59.333333333333336 | 59.333333333333336 |               59.0 | 59.666666666666664 | 59.333333333333336 |  70.33333333333333 |  99.66666666666667 |              171.0 |  382.3333333333333 |
|      6.0 |  70.66666666666667 |  70.66666666666667 |               71.0 |  70.33333333333333 |  70.33333333333333 |  81.66666666666667 | 119.33333333333333 | 181.66666666666666 |  393.6666666666667 |
|      7.0 |  81.66666666666667 |  81.66666666666667 |  81.33333333333333 |  81.66666666666667 |  81.66666666666667 |  92.66666666666667 | 126.33333333333333 | 193.33333333333334 |              319.0 |
|      8.0 |               93.0 |  92.66666666666667 |  93.33333333333333 |               93.0 |               93.0 | 104.33333333333333 | 137.33333333333334 | 204.33333333333334 |  327.3333333333333 |
|      9.0 | 103.66666666666667 | 104.33333333333333 | 103.66666666666667 |              104.0 |              104.0 |              115.0 | 148.66666666666666 | 215.33333333333334 |  341.6666666666667 |
|     10.0 | 115.33333333333333 |              115.0 | 115.33333333333333 |              115.0 |              115.0 | 126.33333333333333 | 159.66666666666666 | 226.66666666666666 |              349.0 |
|     11.0 | 126.33333333333333 | 126.33333333333333 | 126.33333333333333 | 126.33333333333333 | 126.33333333333333 | 137.33333333333334 | 170.66666666666666 | 237.33333333333334 |  360.3333333333333 |
|     12.0 | 137.33333333333334 | 137.33333333333334 | 137.33333333333334 | 137.33333333333334 | 131.33333333333334 | 148.66666666666666 |              182.0 |              249.0 |  464.3333333333333 |
|     13.0 | 148.66666666666666 | 148.33333333333334 | 148.33333333333334 | 148.66666666666666 | 154.66666666666666 | 159.66666666666666 |              193.0 |              260.0 |  467.6666666666667 |
|     14.0 | 159.66666666666666 |              160.0 |              160.0 | 159.66666666666666 | 159.66666666666666 | 170.66666666666666 | 204.33333333333334 |              271.0 |              394.0 |
|     15.0 |              167.0 | 170.66666666666666 | 170.66666666666666 |              171.0 | 170.66666666666666 |              178.0 | 215.66666666666666 |              282.0 |  408.3333333333333 |
|     16.0 |                    | 122.66666666666667 |              122.0 | 121.66666666666667 |              126.0 |              130.0 | 160.33333333333334 |              214.0 |  274.3333333333333 |
