Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
78966,0.0,0.0,0.999,0.0,0.0,0.0,S
79017,0.051,132.89,0.999,0.0,0.003,0.001,S
79067,0.101,159.42,0.999,0.0,0.006,0.001,S
79117,0.151,88.27,0.999,0.001,0.008,0.002,S
79167,0.201,103.85,0.999,0.0,0.01,0.003,S
79218,0.252,124.48,0.999,-0.001,0.012,0.004,S
79268,0.302,123.08,0.999,-0.002,0.013,0.005,S
79318,0.352,128.32,0.999,-0.002,0.016,0.007,S
79369,0.403,81.16,0.999,-0.002,0.017,0.008,S
79419,0.453,114.74,0.999,-0.001,0.019,0.01,S
79470,0.504,117.74,0.999,-0.001,0.021,0.011,S
79521,0.555,84.66,0.999,-0.002,0.024,0.013,S
79571,0.605,113.53,0.999,-0.003,0.027,0.015,S
79622,0.656,111.36,0.999,-0.002,0.029,0.016,S
79673,0.707,132.43,0.999,-0.002,0.033,0.018,S
79723,0.757,141.67,0.999,-0.003,0.035,0.019,S
79774,0.808,133.99,0.999,-0.004,0.037,0.02,S
79828,0.862,94.34,0.998,-0.005,0.039,0.022,S
79879,0.913,94.38,0.998,-0.004,0.043,0.024,S
79929,0.963,124.81,0.998,-0.002,0.045,0.026,S
79980,1.014,94.67,0.998,-0.001,0.047,0.027,S
80031,1.065,97.18,0.998,0.0,0.052,0.03,S
80081,1.115,124.38,0.997,0.0,0.055,0.032,S
80132,1.166,109.3,0.997,0.0,0.059,0.034,S
80183,1.217,100.35,0.997,0.004,0.065,0.037,S
80233,1.267,60.9,0.996,0.008,0.07,0.039,S
80284,1.318,108.02,0.996,0.011,0.074,0.04,S
80334,1.368,108.02,0.995,0.013,0.081,0.043,S
80384,1.418,118.74,0.995,0.012,0.084,0.045,S
80434,1.468,124.38,0.994,0.011,0.087,0.047,S
80484,1.518,124.38,0.994,0.013,0.092,0.048,S
80534,1.568,93.34,0.994,0.014,0.095,0.05,S
80584,1.618,126.48,0.993,0.014,0.098,0.051,S
80634,1.668,124.25,0.993,0.015,0.101,0.053,S
80684,1.718,66.85,0.992,0.015,0.104,0.055,S
80734,1.768,98.68,0.992,0.014,0.106,0.056,S
