AlignedTime(s),Timestamp1(ms),Crutch1_Force,Crutch1_Qw,Crutch1_Qx,Crutch1_Qy,Crutch1_Qz,Timestamp2(ms),Crutch2_Force,Crutch2_Qw,Crutch2_Qx,Crutch2_Qy,Crutch2_Qz
0.0,24070,0.0,0.999,0.0,0.0,0.0,26946,0.0,0.999,0.0,0.0,0.0
0.05,24120,0.0,0.999,-0.002,0.004,0.001,26996,102.45,0.999,-0.001,0.001,0.001
0.10450000000000001,24178,-231.8,0.999,-0.003,0.007,0.001,27047,180.72,0.999,-0.002,0.003,0.002
0.1545,24228,-251.71,0.999,-0.004,0.009,0.002,27097,153.95,0.999,-0.004,0.005,0.003
0.20450000000000002,24278,-172.1,0.999,-0.006,0.011,0.002,27147,101.35,0.999,-0.004,0.007,0.004
0.2545,24328,-176.19,0.999,-0.007,0.012,0.002,27197,172.64,0.999,-0.003,0.011,0.005
0.3045,24378,-175.6,0.999,-0.007,0.014,0.002,27247,175.31,0.999,-0.001,0.015,0.007
0.3545,24428,-180.91,0.999,-0.004,0.015,0.003,27297,126.92,0.999,-0.001,0.018,0.009
0.405,24479,-215.84,0.999,-0.003,0.017,0.004,27347,168.76,0.999,-0.001,0.021,0.011
0.459,24537,-157.01,0.999,-0.002,0.02,0.005,27397,155.19,0.999,0.0,0.025,0.014
0.5095000000000001,24587,-220.32,0.999,-0.004,0.024,0.006,27448,132.76,0.999,0.001,0.028,0.017
0.5595,24637,-204.21,0.999,-0.004,0.028,0.008,27498,168.97,0.999,0.001,0.031,0.019
0.6094999999999999,24687,-207.62,0.999,-0.004,0.032,0.009,27548,139.9,0.999,0.001,0.034,0.021
0.66,24737,-207.62,0.999,-0.004,0.036,0.011,27599,132.49,0.999,0.0,0.037,0.023
0.7104999999999999,24788,-192.15,0.999,-0.003,0.04,0.013,27649,180.15,0.998,0.0,0.039,0.024
0.7615000000000001,24839,-168.54,0.998,0.001,0.044,0.015,27700,169.7,0.998,0.0,0.042,0.026
0.8160000000000001,24897,-256.12,0.998,0.005,0.047,0.017,27751,139.5,0.998,0.0,0.045,0.028
0.866,24947,-193.21,0.998,0.006,0.051,0.02,27801,162.3,0.998,0.0,0.047,0.029
0.916,24997,-193.85,0.998,0.006,0.054,0.022,27851,162.3,0.998,0.001,0.05,0.031
0.966,25047,-157.15,0.998,0.007,0.057,0.024,27901,114.87,0.998,0.0,0.052,0.032
1.016,25097,-189.03,0.997,0.007,0.06,0.026,27951,148.68,0.997,0.0,0.053,0.033
1.0659999999999998,25147,-194.49,0.997,0.005,0.062,0.028,28001,148.68,0.997,-0.001,0.056,0.035
1.1164999999999998,25198,-171.08,0.997,0.002,0.066,0.03,28051,148.68,0.997,-0.002,0.058,0.035
