Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
29625,0.0,75.75,0.999,0.0,0.002,0.001,S
29676,0.051,94.34,0.999,0.0,0.005,0.003,S
29726,0.101,105.29,0.999,0.0,0.007,0.004,S
29776,0.151,85.7,0.999,0.0,0.01,0.005,S
29826,0.201,87.83,0.999,0.0,0.013,0.007,S
29876,0.251,91.34,0.999,0.0,0.015,0.009,S
29926,0.301,84.54,0.999,0.0,0.018,0.01,S
29976,0.351,84.54,0.999,0.001,0.022,0.012,S
30026,0.401,66.31,0.999,0.002,0.024,0.013,S
30076,0.451,78.09,0.999,0.002,0.027,0.014,S
30126,0.501,71.81,0.999,0.002,0.029,0.016,S
30176,0.551,78.86,0.999,0.003,0.033,0.018,S
30226,0.601,100.85,0.999,0.004,0.035,0.019,S
30276,0.651,72.08,0.998,0.005,0.038,0.021,S
30327,0.702,98.45,0.998,0.006,0.043,0.023,S
30377,0.752,94.34,0.998,0.006,0.045,0.025,S
30427,0.802,78.42,0.998,0.006,0.047,0.026,S
30478,0.853,87.87,0.998,0.006,0.05,0.027,S
30528,0.903,82.16,0.998,0.006,0.052,0.029,S
30578,0.953,91.94,0.998,0.006,0.054,0.03,S
30628,1.003,102.29,0.997,0.006,0.057,0.031,S
30679,1.054,71.85,0.997,0.005,0.061,0.033,S
30729,1.104,73.75,0.997,0.005,0.063,0.034,S
30779,1.154,63.3,0.997,0.004,0.066,0.036,S
30830,1.205,94.78,0.996,0.004,0.07,0.038,S
30880,1.255,102.45,0.996,0.005,0.073,0.04,S
30930,1.305,81.7,0.996,0.007,0.076,0.042,S
30980,1.355,81.7,0.995,0.011,0.08,0.043,S
31031,1.406,72.98,0.994,0.029,0.085,0.046,S
31081,1.456,109.4,0.994,0.04,0.089,0.048,S
31132,1.507,74.15,0.993,0.045,0.092,0.05,S
31182,1.557,74.15,0.992,0.046,0.099,0.054,S
31232,1.607,62.13,0.991,0.045,0.103,0.056,S
31282,1.657,119.08,0.991,0.045,0.108,0.058,S
31332,1.707,84.93,0.99,0.047,0.112,0.059,S
31382,1.757,87.71,0.989,0.051,0.119,0.061,S
31433,1.808,59.96,0.988,0.052,0.125,0.063,S
31483,1.858,93.78,0.987,0.052,0.129,0.065,S
31533,1.908,58.13,0.987,0.052,0.135,0.067,S
31584,1.959,78.2,0.986,0.051,0.14,0.068,S
31634,2.009,94.61,0.985,0.049,0.143,0.069,S
31685,2.06,73.42,0.985,0.048,0.146,0.07,S
31736,2.111,63.64,0.984,0.047,0.15,0.071,S
31786,2.161,61.67,0.984,0.046,0.152,0.072,S
31837,2.212,60.97,0.984,0.046,0.154,0.073,S
31888,2.263,99.45,0.983,0.049,0.159,0.075,S
31938,2.313,48.66,0.982,0.052,0.163,0.076,S
31989,2.364,64.97,0.981,0.053,0.167,0.078,S
32043,2.418,78.32,0.98,0.054,0.172,0.081,S
