Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
80338,0.0,0.0,0.999,0.0,0.0,0.0,S
80388,0.05,137.43,0.999,0.001,0.0,0.004,S
80439,0.101,132.55,0.999,0.002,0.0,0.008,S
80489,0.151,89.21,0.999,0.001,0.0,0.012,S
80539,0.201,156.52,0.999,0.0,0.0,0.019,S
80589,0.251,172.1,0.999,0.0,0.0,0.023,S
80640,0.302,167.2,0.999,0.0,0.001,0.026,S
80690,0.352,167.2,0.999,-0.002,0.004,0.031,S
80740,0.402,136.93,0.999,-0.003,0.007,0.033,S
80790,0.452,116.91,0.999,-0.005,0.011,0.034,S
80841,0.503,141.94,0.999,-0.01,0.016,0.035,S
80891,0.553,93.17,0.998,-0.023,0.024,0.038,S
80941,0.603,111.13,0.998,-0.03,0.029,0.04,S
80991,0.653,114.74,0.997,-0.031,0.035,0.042,S
81042,0.704,140.61,0.997,-0.025,0.045,0.047,S
81092,0.754,102.22,0.997,-0.021,0.051,0.051,S
81142,0.804,114.7,0.996,-0.02,0.057,0.056,S
81193,0.855,134.1,0.995,-0.022,0.062,0.062,S
81243,0.905,89.1,0.994,-0.027,0.068,0.069,S
81293,0.955,92.38,0.994,-0.03,0.072,0.075,S
81343,1.005,108.73,0.993,-0.031,0.076,0.082,S
81394,1.056,106.63,0.991,-0.024,0.084,0.093,S
81444,1.106,150.41,0.99,-0.018,0.088,0.1,S
81494,1.156,133.99,0.989,-0.012,0.092,0.107,S
81545,1.207,129.38,0.988,-0.006,0.097,0.114,S
81595,1.257,133.49,0.987,0.0,0.101,0.121,S
81645,1.307,149.28,0.986,0.002,0.103,0.124,S
81695,1.357,92.05,0.986,0.002,0.105,0.126,S
81746,1.408,92.05,0.986,-0.001,0.107,0.126,S
81796,1.458,124.65,0.986,-0.005,0.107,0.125,S
81847,1.509,89.21,0.986,-0.009,0.108,0.124,S
81901,1.563,85.6,0.986,-0.014,0.11,0.121,S
81952,1.614,113.4,0.986,-0.017,0.112,0.116,S
82002,1.664,93.38,0.986,-0.018,0.115,0.114,S
82053,1.715,125.65,0.986,-0.016,0.118,0.111,S
82104,1.766,85.77,0.986,-0.014,0.123,0.106,S
82154,1.816,121.31,0.986,-0.014,0.126,0.103,S
82205,1.867,142.57,0.986,-0.015,0.129,0.101,S
82259,1.921,98.62,0.985,-0.017,0.133,0.1,S
82310,1.972,77.69,0.985,-0.018,0.136,0.099,S
82360,2.022,116.14,0.985,-0.016,0.139,0.1,S
82411,2.073,115.41,0.984,-0.011,0.142,0.101,S
82462,2.124,114.07,0.983,-0.002,0.147,0.104,S
82512,2.174,127.71,0.982,0.001,0.151,0.107,S
82563,2.225,103.89,0.981,0.002,0.154,0.111,S
82613,2.275,103.89,0.979,0.008,0.161,0.118,S
82663,2.325,110.03,0.978,0.011,0.165,0.122,S
82713,2.375,117.87,0.977,0.013,0.168,0.126,S
82763,2.425,106.06,0.976,0.014,0.17,0.13,S
82813,2.475,125.04,0.975,0.013,0.173,0.134,S
82864,2.526,125.15,0.974,0.011,0.174,0.137,S
82914,2.576,127.82,0.974,0.006,0.173,0.139,S
82964,2.626,117.24,0.974,-0.001,0.171,0.141,S
83015,2.677,119.37,0.975,-0.006,0.169,0.141,S
83065,2.727,149.18,0.975,-0.009,0.168,0.141,S
83116,2.778,112.97,0.975,-0.009,0.167,0.139,S
83167,2.829,90.27,0.976,0.0,0.167,0.136,S
83217,2.879,114.97,0.976,0.008,0.169,0.132,S
83268,2.93,112.63,0.976,0.019,0.171,0.129,S
83319,2.981,105.62,0.976,0.03,0.173,0.123,S
83369,3.031,137.5,0.976,0.034,0.174,0.12,S
83420,3.082,127.26,0.976,0.037,0.175,0.116,S
83474,3.136,99.18,0.977,0.039,0.176,0.111,S
83525,3.187,66.51,0.977,0.039,0.179,0.103,S
83575,3.237,85.33,0.977,0.038,0.182,0.1,S
83626,3.288,122.04,0.976,0.037,0.186,0.097,S
83677,3.339,53.12,0.976,0.035,0.191,0.094,S
83727,3.389,124.38,0.975,0.036,0.193,0.094,S
83778,3.44,98.89,0.975,0.038,0.195,0.095,S
83828,3.49,98.89,0.974,0.039,0.198,0.097,S
83878,3.54,148.78,0.973,0.038,0.2,0.1,S
83928,3.59,145.4,0.973,0.036,0.201,0.103,S
83978,3.64,145.4,0.972,0.036,0.203,0.108,S
84028,3.69,98.55,0.971,0.038,0.205,0.112,S
84078,3.74,122.31,0.97,0.041,0.206,0.116,S
84128,3.79,82.87,0.969,0.043,0.207,0.119,S
84178,3.84,123.98,0.969,0.042,0.209,0.124,S
84228,3.89,131.49,0.968,0.041,0.21,0.126,S
84279,3.941,107.73,0.967,0.041,0.211,0.128,S
84329,3.991,107.73,0.967,0.039,0.213,0.13,S
84379,4.041,119.87,0.967,0.036,0.213,0.132,S
84429,4.091,119.37,0.967,0.031,0.214,0.134,S
84480,4.142,131.59,0.966,0.026,0.214,0.137,S
84530,4.192,85.83,0.966,0.021,0.213,0.141,S
84580,4.242,87.67,0.965,0.015,0.213,0.145,S
84630,4.292,91.71,0.965,0.008,0.212,0.15,S
84681,4.343,122.37,0.964,-0.005,0.21,0.161,S
84731,4.393,123.65,0.963,-0.01,0.209,0.169,S
84781,4.443,117.74,0.961,-0.012,0.209,0.177,S
84832,4.494,117.74,0.957,-0.009,0.212,0.193,S
84882,4.544,129.88,0.955,-0.008,0.215,0.203,S
84932,4.594,124.54,0.952,-0.009,0.217,0.213,S
84982,4.644,110.3,0.949,-0.012,0.22,0.224,S
85032,4.694,122.37,0.944,-0.015,0.224,0.238,S
85083,4.745,133.1,0.941,-0.018,0.227,0.247,S
85133,4.795,119.54,0.939,-0.022,0.227,0.253,S
85183,4.845,148.11,0.938,-0.034,0.226,0.258,S
85233,4.895,136.43,0.937,-0.043,0.224,0.26,S
85283,4.945,149.28,0.938,-0.049,0.224,0.259,S
85333,4.995,135.39,0.938,-0.053,0.224,0.255,S
85383,5.045,117.2,0.94,-0.055,0.224,0.248,S
85433,5.095,116.14,0.942,-0.055,0.225,0.242,S
85483,5.145,78.49,0.943,-0.052,0.228,0.233,S
85533,5.195,146.67,0.945,-0.044,0.234,0.223,S
85583,5.245,113.63,0.945,-0.041,0.237,0.217,S
85633,5.295,101.45,0.945,-0.045,0.24,0.214,S
85687,5.349,123.81,0.944,-0.054,0.243,0.214,S
85738,5.4,130.93,0.942,-0.054,0.25,0.216,S
85788,5.45,109.73,0.94,-0.049,0.255,0.216,S
85839,5.501,114.74,0.939,-0.047,0.258,0.219,S
85890,5.552,73.65,0.935,-0.045,0.265,0.228,S
85940,5.602,106.86,0.933,-0.038,0.27,0.232,S
85991,5.653,146.01,0.931,-0.035,0.275,0.235,S
86041,5.703,146.01,0.927,-0.041,0.28,0.242,S
86091,5.753,97.18,0.925,-0.046,0.283,0.246,S
86141,5.803,132.99,0.923,-0.048,0.286,0.248,S
86191,5.853,134.99,0.922,-0.048,0.288,0.249,S
86241,5.903,88.67,0.922,-0.049,0.289,0.249,S
86292,5.954,119.14,0.923,-0.052,0.286,0.249,S
86342,6.004,128.76,0.924,-0.057,0.284,0.248,S
86392,6.054,134.26,0.924,-0.063,0.28,0.247,S
86443,6.105,107.23,0.925,-0.065,0.279,0.246,S
86493,6.155,97.01,0.926,-0.063,0.279,0.244,S
86543,6.205,97.01,0.926,-0.063,0.28,0.244,S
86593,6.255,142.44,0.925,-0.066,0.28,0.246,S
86643,6.305,90.5,0.923,-0.072,0.28,0.25,S
86696,6.358,118.24,0.921,-0.077,0.281,0.255,S
86747,6.409,108.63,0.918,-0.074,0.284,0.263,S
86797,6.459,121.92,0.916,-0.067,0.288,0.267,S
86848,6.51,94.84,0.914,-0.059,0.293,0.271,S
86898,6.56,94.84,0.91,-0.06,0.298,0.28,S
86948,6.61,123.21,0.908,-0.066,0.299,0.284,S
86998,6.66,108.63,0.906,-0.07,0.301,0.286,S
87048,6.71,138.94,0.905,-0.069,0.306,0.285,S
87098,6.76,136.39,0.904,-0.066,0.314,0.28,S
87149,6.811,101.35,0.903,-0.067,0.319,0.277,S
87199,6.861,130.32,0.902,-0.072,0.321,0.276,S
87249,6.911,95.17,0.901,-0.081,0.323,0.274,S
87300,6.962,84.7,0.901,-0.084,0.326,0.272,S
87350,7.012,129.05,0.9,-0.084,0.33,0.27,S
87401,7.063,124.59,0.899,-0.086,0.332,0.269,S
87452,7.114,104.23,0.897,-0.093,0.334,0.27,S
87502,7.164,94.78,0.896,-0.096,0.336,0.269,S
87553,7.215,108.46,0.895,-0.097,0.339,0.269,S
87604,7.266,107.46,0.894,-0.098,0.344,0.269,S
87654,7.316,120.81,0.893,-0.097,0.347,0.268,S
87705,7.367,101.39,0.892,-0.097,0.349,0.269,S
87756,7.418,101.39,0.891,-0.098,0.351,0.27,S
87806,7.468,118.64,0.89,-0.098,0.352,0.27,S
87857,7.519,100.56,0.889,-0.098,0.353,0.271,S
87911,7.573,61.97,0.888,-0.097,0.355,0.271,S
87962,7.624,125.59,0.887,-0.095,0.36,0.27,S
88012,7.674,76.99,0.886,-0.093,0.362,0.27,S
88063,7.725,126.15,0.885,-0.092,0.365,0.27,S
88117,7.779,72.86,0.884,-0.092,0.367,0.271,S
88168,7.83,88.71,0.883,-0.092,0.37,0.272,S
88218,7.88,108.07,0.881,-0.092,0.372,0.274,S
88269,7.931,110.36,0.88,-0.092,0.373,0.275,S
88320,7.982,113.8,0.879,-0.09,0.377,0.276,S
88370,8.032,88.83,0.878,-0.089,0.379,0.277,S
88421,8.083,96.61,0.877,-0.088,0.381,0.278,S
88471,8.133,96.61,0.874,-0.089,0.384,0.281,S
88521,8.183,117.41,0.873,-0.089,0.386,0.282,S
88571,8.233,120.54,0.872,-0.088,0.388,0.282,S
88621,8.283,98.45,0.871,-0.088,0.391,0.282,S
88671,8.333,110.13,0.868,-0.09,0.396,0.283,S
88721,8.383,456.72,0.867,-0.09,0.4,0.282,S
88771,8.433,731.16,0.865,-0.087,0.403,0.281,S
88821,8.483,760.49,0.863,-0.091,0.406,0.283,S
88871,8.533,990.98,0.862,-0.095,0.407,0.284,S
88922,8.584,1328.69,0.86,-0.097,0.41,0.285,S
88972,8.634,1328.69,0.859,-0.088,0.417,0.279,S
89022,8.684,3285.59,0.858,-0.082,0.422,0.276,S
89072,8.734,5217.17,0.857,-0.083,0.425,0.277,S
89123,8.785,7155.5,0.854,-0.086,0.428,0.278,S
89173,8.835,8879.99,0.852,-0.085,0.434,0.278,S
89223,8.885,11187.99,0.85,-0.082,0.438,0.277,S
89273,8.935,14134.0,0.848,-0.083,0.442,0.278,S
89324,8.986,14852.11,0.845,-0.089,0.445,0.28,S
89374,9.036,15287.69,0.844,-0.09,0.447,0.281,S
89424,9.086,15940.49,0.842,-0.092,0.449,0.282,S
89475,9.137,16108.82,0.84,-0.095,0.451,0.284,S
89525,9.187,16302.0,0.838,-0.096,0.454,0.285,S
89575,9.237,17002.96,0.836,-0.097,0.456,0.285,S
89625,9.287,17275.09,0.835,-0.098,0.458,0.286,S
89676,9.338,17193.36,0.833,-0.1,0.46,0.288,S
89726,9.388,17112.16,0.832,-0.101,0.461,0.288,S
89777,9.439,16445.57,0.831,-0.102,0.462,0.289,S
89831,9.493,15616.05,0.83,-0.105,0.463,0.291,S
89882,9.544,15175.78,0.828,-0.107,0.465,0.292,S
89932,9.594,14806.89,0.827,-0.108,0.466,0.293,S
89983,9.645,14247.81,0.826,-0.109,0.466,0.295,S
90034,9.696,13729.51,0.824,-0.112,0.468,0.297,S
90084,9.746,12995.94,0.822,-0.113,0.47,0.298,S
90135,9.797,12361.6,0.821,-0.112,0.472,0.298,S
90189,9.851,12495.76,0.819,-0.115,0.474,0.301,S
90240,9.902,13089.99,0.815,-0.122,0.476,0.305,S
90290,9.952,15495.24,0.812,-0.128,0.478,0.308,S
90341,10.003,15566.49,0.808,-0.136,0.478,0.313,S
90392,10.054,16103.48,0.804,-0.141,0.482,0.315,S
90493,10.155,18295.17,0.799,-0.148,0.485,0.321,S
90547,10.209,18938.23,0.796,-0.148,0.487,0.324,S
90597,10.259,19353.61,0.793,-0.151,0.488,0.329,S
90647,10.309,19231.42,0.79,-0.153,0.49,0.332,S
90699,10.361,18686.36,0.788,-0.154,0.492,0.333,S
90750,10.412,18139.81,0.785,-0.158,0.496,0.335,S
90800,10.462,17180.85,0.783,-0.16,0.498,0.335,S
90851,10.513,17004.42,0.781,-0.162,0.501,0.334,S
90905,10.567,16924.03,0.778,-0.166,0.503,0.335,S
90956,10.618,17294.99,0.775,-0.168,0.508,0.333,S
91006,10.668,16357.79,0.773,-0.169,0.512,0.332,S
91057,10.719,15491.56,0.772,-0.169,0.515,0.33,S
91108,10.77,14900.28,0.768,-0.174,0.519,0.329,S
91158,10.82,14406.17,0.766,-0.177,0.521,0.329,S
91209,10.871,14152.42,0.764,-0.181,0.523,0.33,S
91259,10.921,14152.42,0.76,-0.186,0.526,0.332,S
91309,10.971,13929.09,0.758,-0.188,0.527,0.333,S
91359,11.021,13690.56,0.756,-0.189,0.529,0.333,S
91409,11.071,13959.73,0.755,-0.189,0.531,0.334,S
91459,11.121,13903.66,0.752,-0.192,0.532,0.335,S
91510,11.172,13506.0,0.75,-0.194,0.534,0.335,S
91560,11.222,13218.05,0.748,-0.196,0.536,0.336,S
91610,11.272,11285.78,0.746,-0.2,0.537,0.337,S
91661,11.323,5972.99,0.745,-0.2,0.539,0.335,S
91711,11.373,1570.15,0.743,-0.203,0.541,0.334,S
91762,11.424,185.72,0.744,-0.207,0.537,0.335,S
91813,11.475,68.25,0.757,-0.194,0.523,0.337,S
91863,11.525,5.67,0.768,-0.179,0.512,0.339,S
91914,11.576,58.3,0.778,-0.161,0.5,0.341,S
91965,11.627,52.33,0.791,-0.13,0.489,0.34,S
92015,11.677,47.95,0.797,-0.12,0.483,0.34,S
92066,11.728,11.01,0.8,-0.118,0.477,0.341,S
92120,11.782,-40.94,0.802,-0.119,0.475,0.34,S
92171,11.833,22.42,0.802,-0.123,0.478,0.334,S
92221,11.883,38.54,0.8,-0.128,0.481,0.332,S
92272,11.934,1709.03,0.799,-0.127,0.485,0.33,S
