Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
205612,0.0,-143.14,0.739,-0.248,0.493,0.385,S
205662,0.05,-178.14,0.744,-0.243,0.492,0.378,S
205712,0.1,-155.66,0.749,-0.233,0.494,0.373,S
205763,0.151,-141.35,0.746,-0.233,0.497,0.373,S
205822,0.21,-215.65,0.744,-0.231,0.506,0.369,S
205872,0.26,-283.18,0.748,-0.214,0.513,0.359,S
205922,0.31,-223.39,0.76,-0.196,0.51,0.349,S
205972,0.36,-115.75,0.769,-0.189,0.502,0.345,S
206022,0.41,-133.85,0.77,-0.202,0.489,0.353,S
206072,0.46,-120.86,0.768,-0.219,0.48,0.362,S
206123,0.511,-145.24,0.765,-0.225,0.48,0.363,S
206181,0.569,-70.88,0.763,-0.229,0.482,0.364,S
206231,0.619,-176.24,0.759,-0.239,0.479,0.369,S
206281,0.669,-159.45,0.757,-0.245,0.476,0.372,S
206331,0.719,-192.0,0.758,-0.244,0.476,0.372,S
206381,0.769,-205.76,0.759,-0.241,0.475,0.371,S
206431,0.819,-112.63,0.761,-0.239,0.475,0.37,S
206482,0.87,-143.63,0.76,-0.239,0.475,0.371,S
206541,0.929,-153.32,0.759,-0.241,0.474,0.373,S
206591,0.979,-115.22,0.759,-0.243,0.472,0.375,S
206641,1.029,-207.48,0.758,-0.245,0.47,0.377,S
206691,1.079,-123.2,0.758,-0.247,0.467,0.38,S
206741,1.129,-156.97,0.758,-0.249,0.464,0.383,S
206791,1.179,-147.63,0.757,-0.251,0.462,0.386,S
206842,1.23,-170.15,0.757,-0.253,0.459,0.388,S
206900,1.288,-89.24,0.756,-0.255,0.456,0.391,S
206950,1.338,-146.06,0.756,-0.257,0.454,0.393,S
207000,1.388,-181.39,0.756,-0.259,0.452,0.395,S
207050,1.438,-138.32,0.755,-0.26,0.45,0.397,S
207100,1.488,-153.91,0.755,-0.261,0.448,0.399,S
207150,1.538,-183.98,0.754,-0.262,0.447,0.401,S
207201,1.589,-171.02,0.754,-0.261,0.446,0.403,S
207260,1.648,-132.68,0.754,-0.26,0.446,0.404,S
207360,1.748,-174.2,0.753,-0.258,0.448,0.405,S
207410,1.798,-186.2,0.752,-0.259,0.448,0.406,S
207460,1.848,-140.42,0.751,-0.261,0.447,0.407,S
207510,1.898,-125.39,0.75,-0.265,0.446,0.408,S
207560,1.948,-126.5,0.749,-0.269,0.444,0.409,S
207619,2.007,-178.67,0.748,-0.271,0.444,0.41,S
207669,2.057,-545.55,0.748,-0.272,0.444,0.41,S
207719,2.107,-187.37,0.747,-0.273,0.443,0.411,S
207769,2.157,-137.26,0.747,-0.273,0.443,0.411,S
207819,2.207,-153.71,0.747,-0.273,0.443,0.411,S
207869,2.257,-176.91,0.748,-0.272,0.442,0.411,S
207920,2.308,-163.54,0.749,-0.272,0.441,0.412,S
207978,2.366,-210.49,0.75,-0.271,0.44,0.412,S
208029,2.417,-138.72,0.751,-0.27,0.439,0.412,S
208079,2.467,-156.28,0.751,-0.269,0.438,0.412,S
208129,2.517,-152.48,0.752,-0.269,0.436,0.413,S
208179,2.567,-196.24,0.752,-0.269,0.435,0.413,S
208229,2.617,-157.41,0.752,-0.269,0.434,0.413,S
208280,2.668,-198.23,0.752,-0.271,0.433,0.414,S
208338,2.726,-169.76,0.752,-0.271,0.433,0.414,S
208388,2.776,-192.97,0.752,-0.27,0.434,0.414,S
208438,2.826,-129.62,0.752,-0.269,0.434,0.414,S
208488,2.876,-193.06,0.752,-0.269,0.435,0.414,S
208538,2.926,-136.83,0.752,-0.269,0.436,0.414,S
208588,2.976,-114.35,0.751,-0.27,0.435,0.414,S
208639,3.027,-157.3,0.751,-0.271,0.435,0.415,S
208697,3.085,-163.05,0.751,-0.272,0.435,0.414,S
208747,3.135,-119.64,0.751,-0.272,0.435,0.414,S
208797,3.185,-191.28,0.751,-0.272,0.434,0.414,S
208847,3.235,-161.5,0.752,-0.271,0.434,0.413,S
208897,3.285,-180.8,0.752,-0.271,0.434,0.413,S
208948,3.336,-135.22,0.753,-0.27,0.434,0.412,S
208999,3.387,-87.82,0.753,-0.272,0.434,0.412,S
209057,3.445,-183.43,0.752,-0.274,0.433,0.412,S
209107,3.495,-88.36,0.752,-0.276,0.432,0.412,S
209157,3.545,-88.36,0.752,-0.277,0.432,0.412,S
209207,3.595,-134.67,0.752,-0.277,0.431,0.412,S
209257,3.645,-133.03,0.752,-0.277,0.431,0.412,S
209307,3.695,-133.03,0.752,-0.277,0.431,0.412,S
209358,3.746,-152.54,0.752,-0.276,0.432,0.412,S
209416,3.804,-197.44,0.752,-0.275,0.432,0.413,S
209466,3.854,-148.5,0.752,-0.275,0.431,0.413,S
209516,3.904,-162.41,0.752,-0.276,0.431,0.413,S
209566,3.954,-128.07,0.752,-0.276,0.43,0.414,S
209616,4.004,-210.0,0.752,-0.277,0.43,0.414,S
209667,4.055,-110.41,0.751,-0.277,0.43,0.415,S
209717,4.105,-190.64,0.751,-0.277,0.43,0.415,S
209776,4.164,-241.14,0.751,-0.277,0.43,0.415,S
209826,4.214,-156.48,0.751,-0.277,0.43,0.415,S
209876,4.264,-164.95,0.752,-0.276,0.43,0.415,S
209926,4.314,-164.31,0.752,-0.276,0.429,0.414,S
209976,4.364,-151.66,0.753,-0.276,0.429,0.414,S
210026,4.414,-91.72,0.753,-0.277,0.428,0.414,S
210077,4.465,-167.19,0.753,-0.278,0.427,0.415,S
210135,4.523,-169.27,0.753,-0.278,0.427,0.414,S
210185,4.573,-183.1,0.753,-0.278,0.427,0.414,S
210235,4.623,-201.82,0.753,-0.277,0.428,0.415,S
210285,4.673,-167.96,0.752,-0.277,0.428,0.415,S
210335,4.723,-151.31,0.752,-0.277,0.428,0.415,S
210385,4.773,-131.28,0.752,-0.277,0.428,0.415,S
210436,4.824,-104.95,0.752,-0.278,0.428,0.416,S
210495,4.883,-149.09,0.751,-0.278,0.428,0.416,S
210545,4.933,-109.62,0.751,-0.279,0.428,0.417,S
210595,4.983,-110.3,0.75,-0.28,0.428,0.417,S
210645,5.033,-80.72,0.75,-0.28,0.428,0.417,S
210695,5.083,-89.82,0.75,-0.28,0.428,0.417,S
210745,5.133,-113.65,0.751,-0.279,0.429,0.416,S
210796,5.184,-81.59,0.751,-0.279,0.429,0.416,S
210854,5.242,-209.56,0.75,-0.28,0.429,0.415,S
210904,5.292,-196.97,0.751,-0.28,0.429,0.415,S
210954,5.342,-181.97,0.751,-0.281,0.429,0.414,S
