AlignedTime(s),Timestamp1(ms),Crutch1_Force,Crutch1_Qw,Crutch1_Qx,Crutch1_Qy,Crutch1_Qz,Timestamp2(ms),Crutch2_Force,Crutch2_Qw,Crutch2_Qx,Crutch2_Qy,Crutch2_Qz
1.7805,80619,-206.05,0.995,-0.042,0.086,0.008,82104,85.77,0.986,-0.014,0.123,0.106
1.8305,80669,-189.41,0.994,-0.044,0.09,0.006,82154,121.31,0.986,-0.014,0.126,0.103
1.881,80719,-189.41,0.994,-0.045,0.094,0.004,82205,142.57,0.986,-0.015,0.129,0.101
1.933,80769,-233.11,0.994,-0.045,0.098,0.002,82259,98.62,0.985,-0.017,0.133,0.1
1.984,80820,-128.83,0.993,-0.044,0.101,0.001,82310,77.69,0.985,-0.018,0.136,0.099
2.0385,80879,-109.71,0.993,-0.044,0.105,0.0,82360,116.14,0.985,-0.016,0.139,0.1
2.089,80929,-225.62,0.992,-0.045,0.109,0.0,82411,115.41,0.984,-0.011,0.142,0.101
2.1395,80979,-146.94,0.992,-0.046,0.113,0.0,82462,114.07,0.983,-0.002,0.147,0.104
2.1895,81029,-132.05,0.991,-0.047,0.117,0.0,82512,127.71,0.982,0.001,0.151,0.107
2.24,81079,-183.05,0.991,-0.047,0.12,0.002,82563,103.89,0.981,0.002,0.154,0.111
2.29,81129,-176.13,0.991,-0.046,0.124,0.004,82613,103.89,0.979,0.008,0.161,0.118
2.3405,81180,-154.73,0.99,-0.045,0.127,0.007,82663,110.03,0.978,0.011,0.165,0.122
2.3945,81238,-107.58,0.99,-0.044,0.13,0.01,82713,117.87,0.977,0.013,0.168,0.126
2.4444999999999997,81288,-65.19,0.989,-0.042,0.134,0.012,82763,106.06,0.976,0.014,0.17,0.13
2.4945,81338,-199.45,0.989,-0.042,0.137,0.014,82813,125.04,0.975,0.013,0.173,0.134
2.545,81388,-102.23,0.988,-0.042,0.14,0.016,82864,125.15,0.974,0.011,0.174,0.137
2.5949999999999998,81438,-118.62,0.988,-0.041,0.144,0.018,82914,127.82,0.974,0.006,0.173,0.139
2.645,81488,-168.74,0.987,-0.038,0.148,0.018,82964,117.24,0.974,-0.001,0.171,0.141
2.6955,81538,-133.41,0.987,-0.034,0.151,0.018,83015,119.37,0.975,-0.006,0.169,0.141
2.7504999999999997,81598,-202.7,0.987,-0.023,0.154,0.016,83065,149.18,0.975,-0.009,0.168,0.141
2.801,81648,-134.67,0.987,-0.015,0.156,0.013,83116,112.97,0.975,-0.009,0.167,0.139
2.8515,81698,-169.56,0.987,-0.014,0.157,0.009,83167,90.27,0.976,0.0,0.167,0.136
2.9015,81748,-210.58,0.987,-0.018,0.157,0.005,83217,114.97,0.976,0.008,0.169,0.132
2.952,81798,-122.27,0.987,-0.028,0.157,0.001,83268,112.63,0.976,0.019,0.171,0.129
3.0025,81848,-176.62,0.986,-0.037,0.157,-0.003,83319,105.62,0.976,0.03,0.173,0.123
3.053,81899,-148.98,0.986,-0.042,0.157,-0.006,83369,137.5,0.976,0.034,0.174,0.12
3.1075,81957,-109.77,0.986,-0.044,0.157,-0.008,83420,127.26,0.976,0.037,0.175,0.116
3.1595,82007,-210.4,0.986,-0.042,0.156,-0.009,83474,99.18,0.977,0.039,0.176,0.111
3.21,82057,-125.3,0.986,-0.037,0.157,-0.01,83525,66.51,0.977,0.039,0.179,0.103
3.26,82107,-78.38,0.986,-0.034,0.159,-0.009,83575,85.33,0.977,0.038,0.182,0.1
3.3105,82157,-98.44,0.986,-0.03,0.162,-0.006,83626,122.04,0.976,0.037,0.186,0.097
3.3609999999999998,82207,-188.74,0.985,-0.025,0.166,-0.004,83677,53.12,0.976,0.035,0.191,0.094
3.4109999999999996,82257,-147.81,0.985,-0.021,0.17,-0.001,83727,124.38,0.975,0.036,0.193,0.094
3.466,82316,-145.59,0.984,-0.02,0.176,0.001,83778,98.89,0.975,0.038,0.195,0.095
3.5165,82367,12546.48,0.983,-0.023,0.181,0.005,83828,98.89,0.974,0.039,0.198,0.097
3.5665,82417,-153.21,0.982,-0.026,0.186,0.008,83878,148.78,0.973,0.038,0.2,0.1
3.6165,82467,-110.88,0.981,-0.027,0.19,0.01,83928,145.4,0.973,0.036,0.201,0.103
3.6665,82517,-124.27,0.98,-0.029,0.193,0.012,83978,145.4,0.972,0.036,0.203,0.108
3.7165,82567,-185.62,0.979,-0.031,0.196,0.012,84028,98.55,0.971,0.038,0.205,0.112
3.7670000000000003,82618,-143.05,0.979,-0.032,0.197,0.011,84078,122.31,0.97,0.041,0.206,0.116
3.8209999999999997,82676,-185.09,0.979,-0.032,0.197,0.009,84128,82.87,0.969,0.043,0.207,0.119
3.871,82726,-179.25,0.979,-0.03,0.196,0.006,84178,123.98,0.969,0.042,0.209,0.124
3.9210000000000003,82776,-55.17,0.98,-0.028,0.195,0.003,84228,131.49,0.968,0.041,0.21,0.126
3.9715,82826,-174.96,0.98,-0.028,0.195,0.001,84279,107.73,0.967,0.041,0.211,0.128
4.0215,82876,-126.41,0.98,-0.029,0.196,0.0,84329,107.73,0.967,0.039,0.213,0.13
4.0715,82926,-178.81,0.979,-0.027,0.197,0.0,84379,119.87,0.967,0.036,0.213,0.132
4.122,82977,-160.04,0.979,-0.024,0.199,-0.002,84429,119.37,0.967,0.031,0.214,0.134
4.176500000000001,83035,-114.64,0.979,-0.024,0.201,-0.005,84480,131.59,0.966,0.026,0.214,0.137
4.2265,83085,-94.82,0.978,-0.026,0.203,-0.009,84530,85.83,0.966,0.021,0.213,0.141
4.2765,83135,-169.91,0.977,-0.034,0.207,-0.011,84580,87.67,0.965,0.015,0.213,0.145
4.326499999999999,83185,-168.36,0.976,-0.041,0.213,-0.013,84630,91.71,0.965,0.008,0.212,0.15
4.377,83235,-114.68,0.974,-0.043,0.219,-0.014,84681,122.37,0.964,-0.005,0.21,0.161
4.4275,83286,-172.01,0.973,-0.043,0.224,-0.015,84731,123.65,0.963,-0.01,0.209,0.169
4.478,83337,-68.51,0.972,-0.044,0.228,-0.016,84781,117.74,0.961,-0.012,0.209,0.177
4.5325,83395,-152.1,0.971,-0.045,0.23,-0.016,84832,117.74,0.957,-0.009,0.212,0.193
4.5825,83445,-183.48,0.971,-0.047,0.232,-0.017,84882,129.88,0.955,-0.008,0.215,0.203
4.6325,83495,-182.37,0.97,-0.048,0.233,-0.017,84932,124.54,0.952,-0.009,0.217,0.213
4.6825,83545,-118.76,0.97,-0.048,0.234,-0.017,84982,110.3,0.949,-0.012,0.22,0.224
4.7325,83595,-219.54,0.97,-0.047,0.234,-0.016,85032,122.37,0.944,-0.015,0.224,0.238
4.7829999999999995,83645,-185.33,0.97,-0.047,0.234,-0.015,85083,133.1,0.941,-0.018,0.227,0.247
4.8335,83696,-235.16,0.97,-0.047,0.235,-0.013,85133,119.54,0.939,-0.022,0.227,0.253
4.887499999999999,83754,-120.92,0.97,-0.047,0.236,-0.012,85183,148.11,0.938,-0.034,0.226,0.258
4.9375,83804,-108.16,0.97,-0.047,0.237,-0.01,85233,136.43,0.937,-0.043,0.224,0.26
4.987500000000001,83854,-177.35,0.969,-0.047,0.239,-0.008,85283,149.28,0.938,-0.049,0.224,0.259
5.0375,83904,-111.14,0.968,-0.051,0.243,-0.005,85333,135.39,0.938,-0.053,0.224,0.255
5.0875,83954,-100.77,0.967,-0.056,0.246,-0.002,85383,117.2,0.94,-0.055,0.224,0.248
5.138,84005,-109.24,0.966,-0.061,0.249,0.0,85433,116.14,0.942,-0.055,0.225,0.242
5.188,84055,-189.67,0.965,-0.065,0.252,0.005,85483,78.49,0.943,-0.052,0.228,0.233
5.2425,84114,-159.11,0.964,-0.07,0.255,0.01,85533,146.67,0.945,-0.044,0.234,0.223
5.2925,84164,-177.99,0.962,-0.075,0.258,0.018,85583,113.63,0.945,-0.041,0.237,0.217
5.342499999999999,84214,-203.68,0.961,-0.077,0.262,0.027,85633,101.45,0.945,-0.045,0.24,0.214
5.394500000000001,84264,-194.67,0.959,-0.079,0.266,0.037,85687,123.81,0.944,-0.054,0.243,0.214
5.445,84314,-124.46,0.958,-0.079,0.269,0.047,85738,130.93,0.942,-0.054,0.25,0.216
5.495,84364,-205.18,0.957,-0.08,0.271,0.057,85788,109.73,0.94,-0.049,0.255,0.216
5.546,84415,-186.99,0.956,-0.08,0.273,0.066,85839,114.74,0.939,-0.047,0.258,0.219
5.6005,84473,-154.05,0.955,-0.081,0.274,0.073,85890,73.65,0.935,-0.045,0.265,0.228
5.6505,84523,-116.28,0.953,-0.085,0.276,0.081,85940,106.86,0.933,-0.038,0.27,0.232
5.701,84573,-170.29,0.951,-0.094,0.277,0.09,85991,146.01,0.931,-0.035,0.275,0.235
5.751,84623,-159.49,0.95,-0.101,0.278,0.096,86041,146.01,0.927,-0.041,0.28,0.242
5.801,84673,-113.71,0.949,-0.102,0.278,0.1,86091,97.18,0.925,-0.046,0.283,0.246
5.851,84723,-128.16,0.948,-0.109,0.277,0.102,86141,132.99,0.923,-0.048,0.286,0.248
5.9015,84774,-187.57,0.948,-0.118,0.275,0.104,86191,134.99,0.922,-0.048,0.288,0.249
5.9559999999999995,84833,-136.77,0.948,-0.121,0.273,0.103,86241,88.67,0.922,-0.049,0.289,0.249
6.0065,84883,-78.77,0.949,-0.121,0.271,0.101,86292,119.14,0.923,-0.052,0.286,0.249
6.0565,84933,-174.34,0.949,-0.125,0.27,0.1,86342,128.76,0.924,-0.057,0.284,0.248
6.1065000000000005,84983,-154.0,0.947,-0.132,0.274,0.1,86392,134.26,0.924,-0.063,0.28,0.247
6.157,85033,-164.51,0.945,-0.136,0.278,0.102,86443,107.23,0.925,-0.065,0.279,0.246
6.207000000000001,85083,-155.51,0.944,-0.132,0.283,0.102,86493,97.01,0.926,-0.063,0.279,0.244
6.2575,85134,-122.41,0.943,-0.128,0.289,0.101,86543,97.01,0.926,-0.063,0.28,0.244
6.3115000000000006,85192,-165.82,0.94,-0.133,0.295,0.102,86593,142.44,0.925,-0.066,0.28,0.246
6.3614999999999995,85242,-132.19,0.936,-0.143,0.301,0.106,86643,90.5,0.923,-0.072,0.28,0.25
6.413,85292,-148.25,0.933,-0.145,0.308,0.109,86696,118.24,0.921,-0.077,0.281,0.255
6.4635,85342,-109.42,0.931,-0.142,0.315,0.11,86747,108.63,0.918,-0.074,0.284,0.263
6.5135,85392,-206.69,0.928,-0.146,0.322,0.113,86797,121.92,0.916,-0.067,0.288,0.267
6.564,85442,-228.59,0.925,-0.149,0.328,0.118,86848,94.84,0.914,-0.059,0.293,0.271
6.6145,85493,-158.43,0.924,-0.14,0.333,0.118,86898,94.84,0.91,-0.06,0.298,0.28
6.6690000000000005,85552,-160.86,0.923,-0.135,0.339,0.119,86948,123.21,0.908,-0.066,0.299,0.284
6.718999999999999,85602,-131.43,0.919,-0.143,0.345,0.123,86998,108.63,0.906,-0.07,0.301,0.286
6.769,85652,-93.66,0.913,-0.158,0.352,0.13,87048,138.94,0.905,-0.069,0.306,0.285
6.819,85702,-194.92,0.908,-0.166,0.36,0.134,87098,136.39,0.904,-0.066,0.314,0.28
6.8695,85752,-120.19,0.905,-0.166,0.366,0.135,87149,101.35,0.903,-0.067,0.319,0.277
6.919499999999999,85802,-200.36,0.903,-0.166,0.37,0.137,87199,130.32,0.902,-0.072,0.321,0.276
6.97,85853,-165.24,0.9,-0.171,0.372,0.141,87249,95.17,0.901,-0.081,0.323,0.274
7.0245,85911,-101.21,0.899,-0.172,0.374,0.143,87300,84.7,0.901,-0.084,0.326,0.272
7.0745,85961,-124.6,0.898,-0.171,0.377,0.144,87350,129.05,0.9,-0.084,0.33,0.27
7.125,86011,-161.93,0.896,-0.173,0.38,0.148,87401,124.59,0.899,-0.086,0.332,0.269
7.1754999999999995,86061,-253.02,0.894,-0.173,0.384,0.15,87452,104.23,0.897,-0.093,0.334,0.27
7.2255,86111,-172.24,0.892,-0.172,0.388,0.152,87502,94.78,0.896,-0.096,0.336,0.269
7.276,86161,-187.72,0.89,-0.173,0.39,0.155,87553,108.46,0.895,-0.097,0.339,0.269
7.327,86212,-203.1,0.889,-0.175,0.392,0.157,87604,107.46,0.894,-0.098,0.344,0.269
7.381,86270,-103.11,0.888,-0.175,0.392,0.159,87654,120.81,0.893,-0.097,0.347,0.268
7.432,86321,-197.11,0.888,-0.176,0.392,0.16,87705,101.39,0.892,-0.097,0.349,0.269
7.4825,86371,25359.89,0.887,-0.177,0.392,0.161,87756,101.39,0.891,-0.098,0.351,0.27
7.532500000000001,86421,-66.8,0.887,-0.18,0.391,0.162,87806,118.64,0.89,-0.098,0.352,0.27
7.583,86471,-210.69,0.886,-0.185,0.39,0.164,87857,100.56,0.889,-0.098,0.353,0.271
7.635,86521,-115.7,0.885,-0.189,0.391,0.165,87911,61.97,0.888,-0.097,0.355,0.271
7.686,86572,-147.52,0.883,-0.193,0.392,0.166,87962,125.59,0.887,-0.095,0.36,0.27
7.74,86630,-170.25,0.882,-0.197,0.393,0.167,88012,76.99,0.886,-0.093,0.362,0.27
7.7905,86680,-170.25,0.88,-0.198,0.396,0.168,88063,126.15,0.885,-0.092,0.365,0.27
7.842499999999999,86730,-170.25,0.878,-0.198,0.399,0.169,88117,72.86,0.884,-0.092,0.367,0.271
7.893000000000001,86780,-525.35,0.876,-0.198,0.403,0.169,88168,88.71,0.883,-0.092,0.37,0.272
7.943,86830,-206.55,0.874,-0.199,0.406,0.17,88218,108.07,0.881,-0.092,0.372,0.274
7.993499999999999,86880,6205.42,0.873,-0.198,0.411,0.17,88269,110.36,0.88,-0.092,0.373,0.275
8.0445,86931,6205.42,0.871,-0.196,0.415,0.17,88320,113.8,0.879,-0.09,0.377,0.276
8.0985,86989,-197.41,0.869,-0.197,0.419,0.17,88370,88.83,0.878,-0.089,0.379,0.277
8.149000000000001,87039,-192.59,0.867,-0.199,0.422,0.171,88421,96.61,0.877,-0.088,0.381,0.278
8.199,87089,-116.92,0.864,-0.202,0.425,0.173,88471,96.61,0.874,-0.089,0.384,0.281
8.248999999999999,87139,-245.29,0.862,-0.203,0.429,0.174,88521,117.41,0.873,-0.089,0.386,0.282
8.299,87189,-106.99,0.861,-0.203,0.431,0.175,88571,120.54,0.872,-0.088,0.388,0.282
8.349499999999999,87240,-166.11,0.859,-0.202,0.434,0.175,88621,98.45,0.871,-0.088,0.391,0.282
8.3995,87290,-197.88,0.858,-0.203,0.436,0.176,88671,110.13,0.868,-0.09,0.396,0.283
8.454,87349,-118.96,0.856,-0.206,0.437,0.177,88721,456.72,0.867,-0.09,0.4,0.282
8.504,87399,-117.89,0.854,-0.21,0.438,0.179,88771,731.16,0.865,-0.087,0.403,0.281
8.554,87449,-199.89,0.852,-0.214,0.44,0.18,88821,760.49,0.863,-0.091,0.406,0.283
8.604,87499,-92.34,0.851,-0.216,0.442,0.18,88871,990.98,0.862,-0.095,0.407,0.284
8.654499999999999,87549,-179.49,0.85,-0.216,0.443,0.18,88922,1328.69,0.86,-0.097,0.41,0.285
8.7045,87599,-165.77,0.849,-0.217,0.445,0.181,88972,1328.69,0.859,-0.088,0.417,0.279
8.754999999999999,87650,-178.76,0.848,-0.22,0.445,0.182,89022,3285.59,0.858,-0.082,0.422,0.276
8.809000000000001,87708,-171.31,0.846,-0.222,0.446,0.184,89072,5217.17,0.857,-0.083,0.425,0.277
8.8595,87758,-149.47,0.845,-0.223,0.447,0.186,89123,7155.5,0.854,-0.086,0.428,0.278
8.909500000000001,87808,-192.88,0.844,-0.221,0.448,0.188,89173,8879.99,0.852,-0.085,0.434,0.278
8.9595,87858,-146.61,0.843,-0.221,0.451,0.19,89223,11187.99,0.85,-0.082,0.438,0.277
9.0095,87908,-63.4,0.841,-0.22,0.454,0.193,89273,14134.0,0.848,-0.083,0.442,0.278
9.060500000000001,87959,-220.71,0.839,-0.219,0.457,0.194,89324,14852.11,0.845,-0.089,0.445,0.28
9.111,88010,-80.48,0.836,-0.219,0.461,0.195,89374,15287.69,0.844,-0.09,0.447,0.281
9.165,88068,-108.07,0.834,-0.22,0.464,0.197,89424,15940.49,0.842,-0.092,0.449,0.282
9.2155,88118,431.15,0.832,-0.223,0.465,0.2,89475,16108.82,0.84,-0.095,0.451,0.284
9.2655,88168,195.95,0.83,-0.223,0.468,0.202,89525,16302.0,0.838,-0.096,0.454,0.285
9.3155,88218,264.94,0.828,-0.222,0.472,0.202,89575,17002.96,0.836,-0.097,0.456,0.285
9.3655,88268,621.99,0.826,-0.224,0.474,0.206,89625,17275.09,0.835,-0.098,0.458,0.286
9.416,88318,908.04,0.822,-0.23,0.475,0.211,89676,17193.36,0.833,-0.1,0.46,0.288
9.466000000000001,88368,1166.91,0.819,-0.235,0.476,0.216,89726,17112.16,0.832,-0.101,0.461,0.288
9.521,88427,2120.12,0.815,-0.241,0.477,0.221,89777,16445.57,0.831,-0.102,0.462,0.289
9.573,88477,2606.01,0.811,-0.244,0.48,0.225,89831,15616.05,0.83,-0.105,0.463,0.291
9.6235,88527,3190.3,0.807,-0.248,0.482,0.229,89882,15175.78,0.828,-0.107,0.465,0.292
9.6735,88577,3993.05,0.803,-0.252,0.485,0.233,89932,14806.89,0.827,-0.108,0.466,0.293
9.724,88627,5027.27,0.8,-0.255,0.488,0.235,89983,14247.81,0.826,-0.109,0.466,0.295
9.7745,88677,6306.11,0.796,-0.26,0.491,0.236,90034,13729.51,0.824,-0.112,0.468,0.297
9.825,88728,7634.61,0.794,-0.259,0.495,0.236,90084,12995.94,0.822,-0.113,0.47,0.298
9.879999999999999,88787,9276.85,0.791,-0.261,0.498,0.237,90135,12361.6,0.821,-0.112,0.472,0.298
9.932,88837,9876.95,0.788,-0.262,0.501,0.238,90189,12495.76,0.819,-0.115,0.474,0.301
9.9825,88887,10390.78,0.786,-0.261,0.505,0.239,90240,13089.99,0.815,-0.122,0.476,0.305
10.032499999999999,88937,10745.99,0.783,-0.263,0.507,0.242,90290,15495.24,0.812,-0.128,0.478,0.308
10.083,88987,10870.12,0.78,-0.266,0.509,0.244,90341,15566.49,0.808,-0.136,0.478,0.313
10.1335,89037,11276.11,0.779,-0.264,0.512,0.244,90392,16103.48,0.804,-0.141,0.482,0.315
10.238499999999998,89146,11375.48,0.775,-0.266,0.515,0.246,90493,18295.17,0.799,-0.148,0.485,0.321
10.2905,89196,11320.59,0.774,-0.266,0.517,0.247,90547,18938.23,0.796,-0.148,0.487,0.324
10.3405,89246,11196.31,0.773,-0.265,0.518,0.248,90597,19353.61,0.793,-0.151,0.488,0.329
10.3905,89296,10841.98,0.772,-0.267,0.518,0.249,90647,19231.42,0.79,-0.153,0.49,0.332
10.441500000000001,89346,10726.92,0.771,-0.268,0.519,0.25,90699,18686.36,0.788,-0.154,0.492,0.333
10.492,89396,10544.1,0.77,-0.268,0.519,0.251,90750,18139.81,0.785,-0.158,0.496,0.335
10.5425,89447,10389.46,0.769,-0.269,0.52,0.253,90800,17180.85,0.783,-0.16,0.498,0.335
10.5975,89506,10256.01,0.768,-0.271,0.521,0.254,90851,17004.42,0.781,-0.162,0.501,0.334
10.6495,89556,10045.9,0.766,-0.272,0.521,0.255,90905,16924.03,0.778,-0.166,0.503,0.335
10.7,89606,9834.29,0.764,-0.275,0.521,0.259,90956,17294.99,0.775,-0.168,0.508,0.333
10.75,89656,9892.57,0.762,-0.279,0.521,0.262,91006,16357.79,0.773,-0.169,0.512,0.332
10.8005,89706,10295.42,0.76,-0.279,0.523,0.263,91057,15491.56,0.772,-0.169,0.515,0.33
10.850999999999999,89756,10381.25,0.759,-0.278,0.524,0.264,91108,14900.28,0.768,-0.174,0.519,0.329
10.9015,89807,10569.41,0.756,-0.281,0.526,0.268,91158,14406.17,0.766,-0.177,0.521,0.329
10.956,89865,10968.5,0.753,-0.283,0.528,0.269,91209,14152.42,0.764,-0.181,0.523,0.33
11.006,89915,10749.43,0.749,-0.284,0.532,0.271,91259,14152.42,0.76,-0.186,0.526,0.332
11.056000000000001,89965,10596.95,0.745,-0.286,0.535,0.274,91309,13929.09,0.758,-0.188,0.527,0.333
11.106000000000002,90015,10573.01,0.741,-0.286,0.54,0.274,91359,13690.56,0.756,-0.189,0.529,0.333
11.155999999999999,90065,10654.84,0.738,-0.283,0.546,0.274,91409,13959.73,0.755,-0.189,0.531,0.334
11.206,90115,10713.87,0.734,-0.282,0.551,0.274,91459,13903.66,0.752,-0.192,0.532,0.335
11.257000000000001,90166,11166.88,0.731,-0.282,0.556,0.275,91510,13506.0,0.75,-0.194,0.534,0.335
11.311499999999999,90225,11150.19,0.728,-0.282,0.56,0.275,91560,13218.05,0.748,-0.196,0.536,0.336
11.3615,90275,11244.14,0.726,-0.28,0.564,0.274,91610,11285.78,0.746,-0.2,0.537,0.337
11.411999999999999,90325,11353.03,0.723,-0.281,0.567,0.274,91661,5972.99,0.745,-0.2,0.539,0.335
11.462,90375,11753.88,0.721,-0.282,0.569,0.274,91711,1570.15,0.743,-0.203,0.541,0.334
11.5125,90425,12590.51,0.719,-0.282,0.572,0.273,91762,185.72,0.744,-0.207,0.537,0.335
11.562999999999999,90475,12819.69,0.719,-0.281,0.574,0.27,91813,68.25,0.757,-0.194,0.523,0.337
11.6135,90526,13069.59,0.719,-0.276,0.578,0.265,91863,5.67,0.768,-0.179,0.512,0.339
11.668,90584,13422.36,0.718,-0.275,0.58,0.265,91914,58.3,0.778,-0.161,0.5,0.341
11.7185,90634,14240.1,0.715,-0.278,0.582,0.266,91965,52.33,0.791,-0.13,0.489,0.34
11.7685,90684,15219.29,0.713,-0.279,0.585,0.266,92015,47.95,0.797,-0.12,0.483,0.34
11.818999999999999,90734,16162.97,0.71,-0.278,0.588,0.265,92066,11.01,0.8,-0.118,0.477,0.341
11.871,90784,17156.07,0.707,-0.281,0.59,0.266,92120,-40.94,0.802,-0.119,0.475,0.34
11.9215,90834,17552.59,0.706,-0.282,0.591,0.266,92171,22.42,0.802,-0.123,0.478,0.334
11.972,90885,17893.49,0.704,-0.284,0.592,0.267,92221,38.54,0.8,-0.128,0.481,0.332
12.027,90944,18233.9,0.702,-0.284,0.594,0.267,92272,1709.03,0.799,-0.127,0.485,0.33
12.0775,90994,17883.02,0.701,-0.284,0.595,0.267,92323,1433.15,0.798,-0.12,0.493,0.323
12.127500000000001,91044,17734.52,0.7,-0.285,0.596,0.268,92373,1867.89,0.796,-0.123,0.495,0.323
12.178,91094,16409.32,0.699,-0.286,0.596,0.27,92424,3718.12,0.794,-0.127,0.496,0.324
12.23,91144,14747.32,0.698,-0.287,0.596,0.271,92478,6119.61,0.793,-0.126,0.501,0.321
12.28,91194,13421.77,0.697,-0.287,0.596,0.272,92528,7699.5,0.791,-0.121,0.509,0.316
12.3305,91245,12139.74,0.696,-0.289,0.596,0.273,92578,9387.12,0.788,-0.125,0.512,0.316
12.3855,91303,10673.64,0.696,-0.29,0.597,0.273,92630,11171.03,0.786,-0.126,0.516,0.315
12.436,91353,10318.92,0.695,-0.29,0.597,0.272,92681,12499.56,0.782,-0.127,0.521,0.314
12.486,91403,9766.89,0.694,-0.294,0.596,0.274,92731,13587.73,0.781,-0.126,0.525,0.312
12.5365,91453,9619.27,0.695,-0.294,0.596,0.272,92782,14810.6,0.779,-0.127,0.527,0.313
12.586500000000001,91503,9108.02,0.695,-0.293,0.597,0.271,92832,14810.6,0.775,-0.132,0.531,0.314
12.6365,91553,8712.08,0.694,-0.292,0.598,0.27,92882,15475.88,0.773,-0.134,0.533,0.313
12.687,91604,8401.59,0.694,-0.292,0.599,0.27,92932,15741.08,0.772,-0.135,0.536,0.313
12.741,91662,8133.06,0.693,-0.292,0.599,0.27,92982,15739.91,0.77,-0.138,0.538,0.313
12.7915,91713,7823.21,0.692,-0.293,0.6,0.27,93032,15662.71,0.767,-0.142,0.54,0.314
