AlignedTime(s),Timestamp1(ms),Crutch1_Force,Crutch1_Qw,Crutch1_Qx,Crutch1_Qy,Crutch1_Qz,Timestamp2(ms),Crutch2_Force,Crutch2_Qw,Crutch2_Qx,Crutch2_Qy,Crutch2_Qz
2.558,29112,-132.74,0.983,-0.056,0.163,0.055,27019,72.92,0.987,0.007,0.137,0.08
2.61,29162,-130.5,0.982,-0.055,0.166,0.057,27073,72.92,0.986,0.005,0.14,0.082
2.662,29212,-130.5,0.982,-0.054,0.168,0.059,27127,91.44,0.986,0.004,0.142,0.084
2.7169999999999996,29271,-115.84,0.981,-0.055,0.171,0.06,27178,86.27,0.985,0.003,0.145,0.087
2.7670000000000003,29321,-149.27,0.98,-0.057,0.174,0.062,27228,65.47,0.984,0.001,0.147,0.088
2.8175,29371,-58.15,0.98,-0.058,0.177,0.063,27279,58.0,0.984,0.0,0.149,0.091
2.8680000000000003,29421,-160.18,0.979,-0.059,0.18,0.064,27330,85.6,0.983,-0.005,0.152,0.094
2.918,29471,-149.13,0.978,-0.06,0.183,0.065,27380,63.13,0.983,-0.009,0.153,0.096
2.9684999999999997,29521,-142.85,0.978,-0.061,0.186,0.066,27431,51.33,0.982,-0.013,0.154,0.099
3.021,29572,-138.09,0.977,-0.063,0.188,0.067,27485,79.43,0.982,-0.017,0.155,0.103
3.0755,29630,-161.39,0.977,-0.064,0.191,0.068,27536,44.88,0.981,-0.012,0.159,0.109
3.1255,29680,-87.73,0.976,-0.065,0.194,0.069,27586,75.19,0.98,-0.005,0.161,0.112
3.176,29730,-116.87,0.975,-0.066,0.197,0.07,27637,20.62,0.979,0.003,0.164,0.115
3.226,29780,-87.58,0.974,-0.069,0.2,0.071,27687,59.07,0.978,0.011,0.168,0.118
3.276,29830,-199.34,0.973,-0.073,0.203,0.073,27737,50.72,0.977,0.013,0.171,0.121
3.327,29880,-229.23,0.972,-0.074,0.205,0.074,27789,48.12,0.977,0.014,0.173,0.122
3.3795,29931,-122.12,0.972,-0.073,0.208,0.076,27843,46.99,0.976,0.016,0.175,0.122
3.434,29989,-106.5,0.971,-0.071,0.21,0.078,27894,40.65,0.975,0.016,0.179,0.122
3.4844999999999997,30040,-116.77,0.971,-0.07,0.212,0.08,27944,23.75,0.975,0.015,0.182,0.122
3.535,30090,-81.1,0.97,-0.069,0.214,0.082,27995,48.66,0.975,0.014,0.184,0.122
3.5855,30140,-100.48,0.97,-0.07,0.216,0.083,28046,52.16,0.974,0.014,0.188,0.122
3.6355,30190,-101.65,0.969,-0.071,0.219,0.085,28096,74.69,0.973,0.015,0.19,0.122
3.686,30240,-115.99,0.968,-0.072,0.221,0.086,28147,104.46,0.973,0.016,0.193,0.123
3.7385,30291,-75.52,0.967,-0.073,0.224,0.087,28201,64.51,0.972,0.016,0.196,0.123
3.793,30349,-139.02,0.967,-0.074,0.226,0.087,28252,59.67,0.971,0.012,0.199,0.125
3.843,30399,-115.99,0.966,-0.075,0.229,0.088,28302,70.98,0.971,0.009,0.201,0.127
3.8935,30449,-88.45,0.965,-0.078,0.232,0.089,28353,37.1,0.97,0.007,0.203,0.128
3.944,30499,-54.01,0.964,-0.08,0.236,0.089,28404,61.9,0.969,0.007,0.207,0.131
3.994,30549,-194.19,0.963,-0.083,0.239,0.09,28454,86.5,0.968,0.008,0.209,0.132
4.0445,30599,-88.22,0.961,-0.085,0.243,0.09,28505,113.91,0.968,0.009,0.211,0.133
4.0965,30649,-55.12,0.96,-0.086,0.246,0.091,28559,88.94,0.967,0.011,0.213,0.134
4.1515,30708,-132.16,0.959,-0.088,0.25,0.092,28610,45.66,0.966,0.01,0.215,0.135
4.201499999999999,30758,-152.77,0.958,-0.088,0.253,0.094,28660,54.23,0.966,0.007,0.217,0.136
4.252,30808,-63.64,0.957,-0.088,0.256,0.095,28711,49.45,0.966,0.004,0.218,0.136
4.3025,30858,-178.52,0.956,-0.087,0.259,0.097,28762,56.96,0.965,0.0,0.22,0.137
4.3525,30908,-151.42,0.956,-0.087,0.261,0.098,28812,74.86,0.965,-0.001,0.222,0.138
4.4030000000000005,30958,-109.57,0.955,-0.088,0.264,0.099,28863,59.4,0.964,-0.001,0.223,0.139
4.455500000000001,31009,-119.35,0.954,-0.09,0.266,0.099,28917,104.29,0.963,-0.001,0.225,0.141
4.51,31067,-150.93,0.953,-0.091,0.268,0.1,28968,84.16,0.962,0.0,0.228,0.143
4.5600000000000005,31117,-151.57,0.952,-0.093,0.27,0.101,29018,118.04,0.962,0.0,0.23,0.144
4.6105,31167,-160.42,0.951,-0.094,0.272,0.101,29069,131.66,0.961,0.0,0.232,0.146
4.661,31217,-166.61,0.95,-0.096,0.275,0.102,29120,121.08,0.96,0.0,0.234,0.148
4.711,31267,-109.86,0.95,-0.098,0.277,0.103,29170,3756.67,0.959,0.0,0.236,0.149
4.762,31318,-125.68,0.949,-0.099,0.28,0.104,29221,96.38,0.959,-0.001,0.238,0.151
4.814,31368,-69.28,0.948,-0.1,0.282,0.105,29275,60.24,0.958,-0.002,0.24,0.152
4.869,31427,-142.76,0.947,-0.101,0.285,0.106,29326,71.19,0.957,-0.003,0.243,0.154
4.9190000000000005,31477,-105.63,0.946,-0.102,0.287,0.107,29376,62.4,0.956,-0.004,0.244,0.156
4.9695,31527,-112.05,0.944,-0.104,0.29,0.109,29427,17.68,0.956,-0.005,0.246,0.157
5.02,31577,-113.07,0.943,-0.106,0.293,0.11,29478,44.82,0.955,-0.006,0.249,0.16
5.07,31627,-109.04,0.942,-0.107,0.296,0.111,29528,66.68,0.954,-0.006,0.251,0.161
5.1205,31677,-139.11,0.941,-0.108,0.298,0.113,29579,47.72,0.953,-0.006,0.253,0.162
5.170999999999999,31728,-67.14,0.94,-0.109,0.301,0.114,29629,47.72,0.952,-0.008,0.256,0.165
5.225,31786,-75.85,0.939,-0.11,0.303,0.115,29679,97.11,0.951,-0.009,0.258,0.166
5.275,31836,-141.5,0.938,-0.112,0.305,0.116,29729,92.17,0.95,-0.009,0.259,0.167
5.325,31886,-187.19,0.937,-0.113,0.308,0.117,29779,73.86,0.95,-0.01,0.261,0.169
5.375,31936,-117.36,0.936,-0.114,0.31,0.117,29829,69.58,0.949,-0.01,0.264,0.17
5.4254999999999995,31986,-102.27,0.935,-0.115,0.312,0.118,29880,59.46,0.948,-0.011,0.266,0.172
5.4755,32036,-111.81,0.934,-0.117,0.315,0.119,29930,79.03,0.947,-0.012,0.267,0.173
5.526,32087,-112.45,0.933,-0.118,0.317,0.12,29980,61.84,0.946,-0.013,0.269,0.175
5.580500000000001,32145,-81.45,0.932,-0.119,0.319,0.121,30031,133.99,0.946,-0.013,0.271,0.176
5.6305,32195,-50.7,0.93,-0.121,0.322,0.122,30081,108.86,0.945,-0.014,0.273,0.177
5.681,32245,-146.32,0.929,-0.123,0.325,0.123,30132,101.29,0.944,-0.015,0.274,0.178
5.7315000000000005,32295,-73.8,0.928,-0.124,0.327,0.124,30183,78.7,0.943,-0.017,0.276,0.18
5.781499999999999,32345,-136.43,0.927,-0.124,0.33,0.125,30233,83.87,0.942,-0.017,0.278,0.181
5.832000000000001,32395,-146.9,0.925,-0.126,0.333,0.126,30284,57.07,0.942,-0.018,0.28,0.182
5.883,32446,-69.13,0.924,-0.127,0.335,0.127,30335,63.91,0.94,-0.021,0.282,0.185
5.9375,32505,-112.25,0.923,-0.128,0.338,0.128,30385,103.06,0.94,-0.022,0.284,0.186
5.9879999999999995,32555,-148.94,0.922,-0.129,0.34,0.128,30436,69.98,0.939,-0.022,0.285,0.187
6.0385,32605,-103.44,0.921,-0.13,0.342,0.129,30487,69.98,0.938,-0.023,0.288,0.189
6.0885,32655,-199.54,0.92,-0.131,0.344,0.13,30537,93.17,0.937,-0.024,0.29,0.191
6.139,32705,-51.61,0.919,-0.132,0.346,0.131,30588,108.13,0.936,-0.025,0.292,0.192
6.191,32755,-102.56,0.918,-0.133,0.349,0.132,30642,82.6,0.935,-0.026,0.294,0.194
6.242,32806,-117.07,0.916,-0.134,0.351,0.132,30693,87.87,0.934,-0.027,0.297,0.196
6.295999999999999,32864,-90.79,0.915,-0.136,0.353,0.133,30743,72.08,0.933,-0.027,0.299,0.197
6.3465,32914,-75.76,0.914,-0.138,0.356,0.135,30794,84.77,0.932,-0.027,0.3,0.198
6.397,32964,-25.01,0.912,-0.139,0.358,0.136,30845,84.77,0.931,-0.028,0.303,0.2
6.447,33014,-60.77,0.911,-0.14,0.361,0.137,30895,-838.52,0.93,-0.031,0.305,0.201
6.4975000000000005,33064,-116.87,0.909,-0.141,0.364,0.138,30946,54.33,0.929,-0.033,0.306,0.202
6.5495,33114,-117.85,0.907,-0.143,0.368,0.14,31000,58.23,0.928,-0.035,0.308,0.204
6.6,33164,-88.31,0.906,-0.145,0.37,0.141,31051,132.76,0.926,-0.035,0.312,0.206
6.6545000000000005,33223,-36.93,0.904,-0.148,0.373,0.143,31101,59.57,0.925,-0.036,0.314,0.208
6.705,33273,97.16,0.903,-0.149,0.375,0.144,31152,105.73,0.924,-0.037,0.316,0.209
6.757,33323,93.86,0.901,-0.149,0.378,0.145,31206,83.7,0.922,-0.037,0.319,0.211
6.8075,33373,108.07,0.9,-0.148,0.381,0.145,31257,103.85,0.921,-0.037,0.322,0.213
6.8575,33423,185.62,0.899,-0.147,0.384,0.145,31307,82.2,0.92,-0.037,0.324,0.214
6.9079999999999995,33473,437.42,0.898,-0.147,0.386,0.145,31358,64.74,0.919,-0.038,0.327,0.214
6.959,33524,611.86,0.896,-0.15,0.388,0.147,31409,78.59,0.917,-0.041,0.33,0.215
7.0135000000000005,33583,1003.03,0.894,-0.156,0.39,0.149,31459,956.61,0.916,-0.04,0.332,0.216
7.064,33633,1201.12,0.892,-0.163,0.391,0.152,31510,887.25,0.916,-0.038,0.335,0.215
7.116,33683,1730.17,0.89,-0.168,0.394,0.154,31564,1402.72,0.915,-0.036,0.338,0.215
7.166499999999999,33733,2178.65,0.887,-0.173,0.396,0.155,31615,2084.55,0.913,-0.038,0.341,0.216
7.2165,33783,2851.1,0.884,-0.182,0.398,0.158,31665,2084.55,0.912,-0.038,0.344,0.216
7.2669999999999995,33833,3696.78,0.882,-0.187,0.4,0.16,31716,5433.39,0.911,-0.034,0.348,0.215
7.318,33884,4515.83,0.881,-0.184,0.404,0.158,31767,6568.99,0.909,-0.032,0.354,0.215
7.372,33942,6237.24,0.88,-0.182,0.407,0.158,31817,7980.18,0.907,-0.036,0.357,0.216
7.422499999999999,33992,7096.59,0.878,-0.185,0.41,0.159,31868,9435.84,0.906,-0.043,0.359,0.218
7.4745,34042,7924.12,0.875,-0.191,0.412,0.161,31922,10957.0,0.904,-0.046,0.363,0.219
7.525,34092,8950.56,0.874,-0.193,0.415,0.161,31973,12612.41,0.901,-0.043,0.369,0.219
7.575,34142,9677.66,0.872,-0.195,0.417,0.162,32023,14288.19,0.9,-0.04,0.373,0.219
7.625,34192,10267.05,0.87,-0.198,0.419,0.163,32073,14288.19,0.898,-0.042,0.376,0.221
7.6754999999999995,34243,11315.52,0.868,-0.201,0.422,0.165,32123,17162.16,0.897,-0.043,0.378,0.222
7.7295,34301,11813.11,0.866,-0.202,0.424,0.165,32173,16384.77,0.896,-0.042,0.381,0.223
7.7795000000000005,34351,11749.17,0.865,-0.201,0.427,0.166,32223,16384.77,0.894,-0.046,0.383,0.225
7.8294999999999995,34401,11682.02,0.863,-0.203,0.429,0.168,32273,15941.72,0.893,-0.047,0.385,0.227
7.8795,34451,11687.31,0.862,-0.203,0.431,0.169,32323,15941.72,0.892,-0.048,0.386,0.229
7.9295,34501,11641.39,0.86,-0.205,0.432,0.17,32373,15389.44,0.891,-0.048,0.387,0.23
7.9795,34551,11630.35,0.859,-0.206,0.434,0.171,32423,14998.17,0.889,-0.048,0.389,0.233
8.0305,34602,11418.39,0.858,-0.208,0.436,0.173,32474,14529.05,0.888,-0.05,0.39,0.235
8.085,34661,11493.9,0.857,-0.208,0.437,0.174,32524,14147.58,0.887,-0.051,0.391,0.237
8.135,34711,11359.31,0.855,-0.208,0.439,0.175,32574,13678.55,0.886,-0.051,0.392,0.239
8.1855,34761,11345.41,0.854,-0.208,0.441,0.176,32625,13543.55,0.885,-0.052,0.394,0.241
8.2355,34811,11120.85,0.853,-0.21,0.442,0.177,32675,13096.5,0.884,-0.053,0.395,0.243
8.285499999999999,34861,11365.5,0.852,-0.211,0.444,0.178,32725,13093.56,0.882,-0.055,0.396,0.244
8.3355,34911,11648.45,0.85,-0.212,0.446,0.179,32775,13095.46,0.881,-0.055,0.399,0.245
8.386,34961,11732.57,0.849,-0.213,0.447,0.18,32826,13269.34,0.88,-0.056,0.401,0.246
8.4405,35020,12094.0,0.847,-0.214,0.449,0.181,32876,13528.36,0.879,-0.058,0.402,0.247
8.4905,35070,12260.08,0.846,-0.215,0.45,0.182,32926,13761.82,0.877,-0.059,0.405,0.249
8.541,35120,12260.08,0.845,-0.216,0.452,0.183,32977,14157.03,0.876,-0.06,0.407,0.25
8.591000000000001,35170,12127.97,0.843,-0.219,0.453,0.184,33027,14375.57,0.875,-0.061,0.408,0.251
8.641,35220,12220.76,0.842,-0.221,0.455,0.186,33077,14375.57,0.874,-0.062,0.41,0.252
8.690999999999999,35270,12022.73,0.84,-0.223,0.456,0.187,33127,14335.08,0.873,-0.062,0.411,0.253
8.742,35321,11834.75,0.839,-0.224,0.457,0.187,33178,14472.98,0.872,-0.063,0.412,0.254
8.796,35379,11738.66,0.837,-0.226,0.459,0.188,33228,14472.98,0.87,-0.065,0.414,0.255
8.846,35429,11736.71,0.836,-0.228,0.46,0.189,33278,16304.6,0.87,-0.066,0.415,0.256
8.896,35479,11747.02,0.835,-0.23,0.462,0.189,33328,15895.0,0.869,-0.068,0.416,0.257
8.956,35529,11630.44,0.833,-0.231,0.463,0.19,33398,16016.92,0.867,-0.067,0.419,0.258
9.008,35579,11521.01,0.832,-0.232,0.465,0.19,33452,16070.21,0.866,-0.068,0.42,0.259
9.059999999999999,35629,11262.53,0.83,-0.234,0.467,0.191,33506,15744.21,0.865,-0.07,0.421,0.261
9.111,35680,11229.94,0.829,-0.234,0.469,0.192,33557,15273.3,0.864,-0.072,0.422,0.263
9.165,35738,11093.46,0.827,-0.235,0.47,0.193,33607,14998.33,0.863,-0.073,0.423,0.264
9.216000000000001,35789,11128.58,0.825,-0.238,0.472,0.195,33658,14778.19,0.862,-0.075,0.425,0.265
9.2665,35839,11259.52,0.823,-0.24,0.473,0.197,33709,14664.55,0.86,-0.079,0.426,0.268
9.3165,35889,11480.0,0.822,-0.24,0.475,0.198,33759,14675.94,0.858,-0.081,0.428,0.269
9.367,35939,11631.52,0.82,-0.242,0.477,0.201,33810,14770.05,0.857,-0.083,0.43,0.27
9.419,35989,12140.38,0.818,-0.243,0.479,0.202,33864,15172.34,0.854,-0.085,0.432,0.272
9.47,36040,12341.28,0.815,-0.246,0.481,0.205,33915,15311.45,0.851,-0.091,0.436,0.275
9.524000000000001,36098,12671.47,0.814,-0.246,0.483,0.207,33965,15650.97,0.849,-0.095,0.438,0.278
9.5745,36148,13051.2,0.811,-0.248,0.485,0.21,34016,16090.74,0.847,-0.096,0.441,0.279
9.625,36198,13305.54,0.809,-0.249,0.487,0.212,34067,16541.56,0.843,-0.098,0.446,0.282
9.675,36248,13530.38,0.806,-0.248,0.49,0.214,34117,16844.6,0.841,-0.102,0.448,0.285
9.7255,36298,13342.13,0.804,-0.249,0.493,0.217,34168,16480.49,0.838,-0.107,0.449,0.288
9.776,36348,13139.51,0.801,-0.251,0.496,0.221,34219,16292.59,0.835,-0.108,0.453,0.291
9.8265,36399,13097.91,0.797,-0.253,0.498,0.224,34269,16661.87,0.833,-0.11,0.454,0.294
9.881,36457,12579.21,0.795,-0.255,0.5,0.227,34320,16644.52,0.831,-0.115,0.455,0.297
9.931000000000001,36507,12430.43,0.792,-0.257,0.503,0.229,34370,16644.52,0.828,-0.118,0.458,0.3
9.981,36557,12100.86,0.789,-0.256,0.506,0.231,34420,16644.52,0.826,-0.12,0.459,0.301
10.030999999999999,36607,11536.78,0.787,-0.256,0.509,0.232,34470,18117.45,0.824,-0.124,0.459,0.304
10.081,36657,11683.66,0.784,-0.257,0.512,0.234,34520,18117.45,0.822,-0.132,0.458,0.308
10.131,36707,11570.59,0.783,-0.257,0.514,0.234,34570,18122.29,0.821,-0.132,0.459,0.309
10.1815,36758,11320.48,0.781,-0.258,0.517,0.235,34620,18431.61,0.82,-0.132,0.461,0.311
10.285499999999999,36866,11533.22,0.778,-0.256,0.522,0.235,34720,17970.77,0.817,-0.134,0.464,0.313
10.3355,36916,11946.03,0.776,-0.258,0.523,0.236,34770,18488.07,0.815,-0.135,0.466,0.313
10.3855,36966,12775.8,0.774,-0.26,0.524,0.236,34820,19134.91,0.814,-0.137,0.468,0.314
10.436,37016,13390.1,0.774,-0.262,0.525,0.235,34871,19775.8,0.811,-0.14,0.471,0.314
10.4865,37067,14181.33,0.774,-0.262,0.526,0.234,34921,20938.23,0.81,-0.141,0.473,0.313
10.5365,37117,11672.19,0.773,-0.263,0.526,0.233,34971,21340.64,0.809,-0.142,0.476,0.312
10.591000000000001,37176,13523.95,0.773,-0.266,0.526,0.233,35021,20924.38,0.807,-0.146,0.478,0.31
10.641,37226,13212.06,0.771,-0.27,0.526,0.233,35071,19218.01,0.805,-0.152,0.48,0.31
10.690999999999999,37276,12478.69,0.771,-0.271,0.527,0.231,35121,18003.52,0.803,-0.155,0.483,0.308
10.741,37326,11399.65,0.771,-0.269,0.529,0.229,35171,18003.52,0.801,-0.16,0.487,0.307
10.791,37376,10709.64,0.77,-0.268,0.531,0.228,35221,16972.88,0.799,-0.161,0.49,0.306
10.841000000000001,37426,10911.76,0.767,-0.272,0.533,0.229,35271,16216.06,0.798,-0.161,0.493,0.305
10.901,37477,11340.15,0.765,-0.273,0.535,0.229,35340,15648.97,0.795,-0.163,0.497,0.303
10.957,37535,12224.17,0.763,-0.274,0.537,0.229,35394,15488.94,0.793,-0.166,0.5,0.303
11.009,37585,12465.55,0.762,-0.273,0.54,0.229,35448,15591.85,0.791,-0.168,0.502,0.303
11.0595,37635,12335.49,0.759,-0.274,0.542,0.229,35499,15754.26,0.789,-0.169,0.506,0.303
11.1095,37685,11924.14,0.757,-0.274,0.545,0.23,35549,15688.18,0.788,-0.17,0.507,0.303
11.16,37735,11245.22,0.756,-0.275,0.547,0.23,35600,15496.11,0.786,-0.173,0.508,0.305
11.2105,37785,10495.44,0.754,-0.276,0.548,0.232,35651,14297.47,0.784,-0.176,0.508,0.307
11.2605,37835,9098.97,0.753,-0.276,0.549,0.232,35701,10570.13,0.783,-0.178,0.508,0.309
11.3155,37894,6722.81,0.752,-0.273,0.552,0.231,35752,5049.59,0.78,-0.186,0.507,0.313
11.3675,37944,6670.02,0.75,-0.274,0.554,0.232,35806,1953.0,0.776,-0.195,0.507,0.317
11.418,37994,7380.62,0.748,-0.276,0.555,0.234,35857,897.76,0.776,-0.19,0.513,0.311
11.468,38044,7496.32,0.747,-0.274,0.558,0.233,35907,165.26,0.779,-0.185,0.511,0.31
11.518,38094,7643.61,0.745,-0.273,0.56,0.234,35957,165.26,0.787,-0.181,0.497,0.316
11.5685,38145,7361.35,0.743,-0.276,0.561,0.236,36007,42.61,0.792,-0.174,0.488,0.318
11.618500000000001,38195,6996.45,0.741,-0.278,0.562,0.237,36057,68.18,0.799,-0.164,0.481,0.319
11.673,38254,6424.53,0.74,-0.277,0.564,0.236,36107,68.18,0.808,-0.146,0.47,0.32
11.722999999999999,38304,6720.97,0.739,-0.276,0.565,0.237,36157,80.7,0.813,-0.134,0.466,0.321
11.773,38354,7205.05,0.738,-0.277,0.566,0.238,36207,69.85,0.816,-0.122,0.463,0.321
11.823,38404,7424.01,0.737,-0.277,0.567,0.238,36257,78.42,0.818,-0.11,0.462,0.32
11.873000000000001,38454,7282.23,0.736,-0.276,0.569,0.237,36307,72.81,0.82,-0.096,0.462,0.32
11.9235,38504,7219.36,0.736,-0.275,0.571,0.236,36358,94.84,0.821,-0.088,0.463,0.32
11.974,38555,7110.37,0.735,-0.274,0.572,0.236,36408,114.36,0.821,-0.084,0.464,0.319
12.027999999999999,38613,7184.87,0.734,-0.274,0.574,0.236,36458,97.18,0.821,-0.083,0.465,0.319
12.0785,38663,7578.5,0.732,-0.274,0.576,0.236,36509,104.46,0.819,-0.086,0.467,0.318
12.128499999999999,38713,8023.87,0.731,-0.272,0.578,0.234,36559,104.46,0.818,-0.08,0.474,0.313
12.1785,38763,8669.51,0.73,-0.272,0.58,0.234,36609,104.46,0.816,-0.081,0.479,0.311
12.2285,38813,9346.97,0.728,-0.272,0.583,0.234,36659,2349.94,0.813,-0.098,0.475,0.319
12.278500000000001,38863,9961.96,0.726,-0.27,0.587,0.232,36709,3315.63,0.811,-0.111,0.474,0.323
12.3355,38914,11038.66,0.724,-0.27,0.59,0.231,36772,7059.93,0.808,-0.115,0.478,0.322
12.3915,38972,14787.56,0.723,-0.269,0.593,0.229,36826,8771.65,0.806,-0.108,0.487,0.316
12.4435,39022,16351.02,0.723,-0.262,0.597,0.223,36880,10410.27,0.804,-0.103,0.494,0.312
12.494,39072,16259.46,0.721,-0.262,0.6,0.223,36931,11813.82,0.8,-0.108,0.498,0.313
12.544,39122,17069.27,0.718,-0.267,0.601,0.224,36981,12577.32,0.798,-0.11,0.501,0.312
12.5945,39172,18031.62,0.716,-0.269,0.603,0.223,37032,13420.56,0.795,-0.114,0.504,0.313
12.645,39222,18515.57,0.714,-0.27,0.604,0.223,37083,14042.89,0.792,-0.116,0.51,0.313
12.6955,39273,18587.05,0.711,-0.274,0.606,0.224,37133,14113.71,0.79,-0.117,0.513,0.312
12.7505,39332,18664.91,0.71,-0.275,0.607,0.223,37184,14130.27,0.788,-0.119,0.516,0.312
12.8005,39382,18665.14,0.708,-0.276,0.609,0.223,37234,14130.27,0.784,-0.123,0.52,0.312
12.8505,39432,18289.17,0.706,-0.278,0.61,0.225,37284,14166.27,0.782,-0.126,0.522,0.313
12.900500000000001,39482,18562.67,0.703,-0.279,0.612,0.225,37334,14027.71,0.78,-0.129,0.524,0.313
