Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
30511,5.343,201.14,0.844,0.14,-0.513,0.056,S
30562,5.394,209.08,0.839,0.143,-0.52,0.055,S
30613,5.445,215.7,0.832,0.152,-0.529,0.057,S
30663,5.495,249.41,0.829,0.154,-0.533,0.055,S
30714,5.546,243.23,0.828,0.153,-0.536,0.05,S
30768,5.6,189.12,0.827,0.154,-0.537,0.046,S
30819,5.651,223.27,0.827,0.155,-0.537,0.041,S
30869,5.701,223.27,0.828,0.154,-0.536,0.037,S
30920,5.752,225.33,0.829,0.155,-0.535,0.034,S
30971,5.803,208.31,0.83,0.157,-0.533,0.031,S
31021,5.853,208.31,0.831,0.159,-0.531,0.03,S
31072,5.904,210.52,0.832,0.16,-0.53,0.028,S
31126,5.958,186.72,0.833,0.16,-0.527,0.027,S
31177,6.009,159.25,0.837,0.156,-0.522,0.025,S
31227,6.059,193.46,0.841,0.154,-0.516,0.025,S
31278,6.11,196.97,0.846,0.153,-0.508,0.028,S
31329,6.161,195.07,0.857,0.151,-0.489,0.034,S
31379,6.211,164.53,0.866,0.146,-0.475,0.037,S
31430,6.262,179.88,0.876,0.14,-0.457,0.041,S
31484,6.316,200.14,0.89,0.133,-0.432,0.047,S
31535,6.367,177.28,0.909,0.122,-0.393,0.057,S
31585,6.417,170.04,0.921,0.116,-0.365,0.065,S
31636,6.468,155.96,0.932,0.114,-0.334,0.072,S
31687,6.519,119.04,0.949,0.114,-0.278,0.084,S
31737,6.569,154.85,0.96,0.108,-0.241,0.089,S
31788,6.62,174.31,0.97,0.098,-0.201,0.094,S
31842,6.674,165.03,0.979,0.085,-0.151,0.1,S
31893,6.725,166.09,0.988,0.066,-0.083,0.109,S
31943,6.775,170.7,0.99,0.055,-0.042,0.115,S
31993,6.825,170.7,0.991,0.041,0.022,0.122,S
32043,6.875,177.21,0.989,0.034,0.06,0.124,S
32093,6.925,180.32,0.987,0.027,0.094,0.126,S
32143,6.975,180.32,0.98,0.014,0.148,0.127,S
32193,7.025,173.94,0.976,0.006,0.172,0.128,S
32243,7.075,117.58,0.972,0.004,0.192,0.128,S
32293,7.125,213.76,0.969,0.0,0.209,0.129,S
32343,7.175,187.83,0.965,-0.007,0.226,0.13,S
32394,7.226,175.77,0.962,-0.012,0.237,0.13,S
32444,7.276,175.27,0.96,-0.015,0.243,0.131,S
32494,7.326,133.33,0.958,-0.017,0.25,0.133,S
32545,7.377,139.4,0.956,-0.018,0.256,0.134,S
32595,7.427,145.28,0.955,-0.018,0.259,0.137,S
32645,7.477,167.81,0.954,-0.018,0.261,0.138,S
32695,7.527,163.59,0.954,-0.018,0.263,0.141,S
32746,7.578,190.46,0.953,-0.018,0.264,0.143,S
32796,7.628,161.92,0.952,-0.019,0.266,0.144,S
32846,7.678,168.7,0.952,-0.017,0.267,0.146,S
32897,7.729,168.7,0.951,-0.016,0.269,0.148,S
32947,7.779,166.37,0.95,-0.015,0.27,0.149,S
32997,7.829,148.41,0.95,-0.016,0.271,0.151,S
33047,7.879,134.56,0.949,-0.016,0.273,0.154,S
33098,7.93,177.05,0.948,-0.017,0.275,0.156,S
33148,7.98,177.05,0.946,-0.02,0.278,0.16,S
33198,8.03,168.37,0.945,-0.02,0.281,0.161,S
33248,8.08,148.84,0.944,-0.02,0.284,0.163,S
33318,8.15,179.38,0.942,-0.019,0.289,0.166,S
33372,8.204,146.95,0.94,-0.021,0.293,0.168,S
33426,8.258,151.58,0.939,-0.021,0.297,0.17,S
33477,8.309,151.58,0.937,-0.02,0.302,0.173,S
33527,8.359,135.66,0.935,-0.022,0.304,0.175,S
33578,8.41,147.45,0.934,-0.029,0.306,0.18,S
33629,8.461,172.27,0.931,-0.034,0.309,0.186,S
33679,8.511,142.4,0.93,-0.034,0.312,0.188,S
33730,8.562,178.65,0.928,-0.034,0.316,0.19,S
33781,8.613,178.65,0.926,-0.038,0.321,0.193,S
33831,8.663,148.61,0.924,-0.041,0.324,0.196,S
33882,8.714,152.41,0.923,-0.043,0.326,0.197,S
33936,8.768,176.11,0.921,-0.042,0.329,0.198,S
33987,8.819,145.61,0.92,-0.041,0.333,0.199,S
34037,8.869,192.13,0.919,-0.041,0.335,0.199,S
34088,8.92,119.7,0.919,-0.042,0.336,0.199,S
34142,8.974,147.34,0.918,-0.046,0.337,0.199,S
34193,9.025,91.44,0.918,-0.049,0.339,0.198,S
34243,9.075,154.25,0.917,-0.051,0.34,0.197,S
34293,9.125,154.25,0.916,-0.054,0.342,0.198,S
34343,9.175,121.71,0.915,-0.057,0.343,0.199,S
34393,9.225,169.2,0.915,-0.06,0.344,0.201,S
34443,9.275,169.2,0.913,-0.06,0.346,0.204,S
34493,9.325,200.97,0.912,-0.06,0.347,0.206,S
34543,9.375,148.28,0.911,-0.06,0.349,0.208,S
34609,9.441,149.68,0.909,-0.061,0.351,0.211,S
34663,9.495,149.18,0.908,-0.061,0.354,0.213,S
34717,9.549,187.56,0.907,-0.061,0.356,0.214,S
34768,9.6,175.77,0.905,-0.06,0.359,0.216,S
34818,9.65,174.71,0.904,-0.06,0.361,0.217,S
34869,9.701,159.19,0.903,-0.061,0.363,0.218,S
34920,9.752,132.89,0.902,-0.061,0.366,0.218,S
34970,9.802,187.62,0.901,-0.061,0.367,0.218,S
35021,9.853,231.01,0.901,-0.062,0.368,0.219,S
35072,9.904,347.32,0.899,-0.062,0.371,0.22,S
35122,9.954,403.49,0.898,-0.064,0.372,0.222,S
35173,10.005,510.45,0.897,-0.066,0.373,0.223,S
35223,10.055,510.45,0.895,-0.07,0.375,0.226,S
35273,10.105,895.16,0.894,-0.071,0.377,0.228,S
35323,10.155,1321.68,0.893,-0.071,0.378,0.228,S
35423,10.255,1870.23,0.891,-0.069,0.383,0.23,S
35473,10.305,2232.84,0.89,-0.068,0.385,0.23,S
35523,10.355,2685.46,0.889,-0.068,0.387,0.231,S
35573,10.405,3192.08,0.887,-0.073,0.389,0.233,S
35623,10.455,4370.96,0.886,-0.077,0.39,0.236,S
35673,10.505,5556.37,0.884,-0.08,0.392,0.237,S
35724,10.556,6593.19,0.883,-0.079,0.397,0.236,S
35774,10.606,7292.94,0.882,-0.076,0.4,0.235,S
35824,10.656,8242.0,0.88,-0.075,0.403,0.235,S
35875,10.707,8928.95,0.878,-0.078,0.406,0.236,S
35925,10.757,9349.57,0.876,-0.079,0.409,0.237,S
35975,10.807,9847.08,0.875,-0.079,0.412,0.238,S
36025,10.857,12181.38,0.874,-0.08,0.414,0.239,S
36076,10.908,11087.16,0.871,-0.088,0.415,0.244,S
36126,10.958,10956.27,0.869,-0.096,0.415,0.248,S
36176,11.008,11166.8,0.868,-0.096,0.416,0.249,S
36226,11.058,11288.62,0.867,-0.095,0.419,0.25,S
36276,11.108,11479.52,0.865,-0.097,0.421,0.251,S
36326,11.158,11436.53,0.864,-0.099,0.422,0.253,S
36376,11.208,11436.53,0.862,-0.1,0.425,0.253,S
36426,11.258,11603.13,0.861,-0.102,0.426,0.254,S
36476,11.308,11930.03,0.86,-0.104,0.427,0.255,S
36526,11.358,12162.69,0.859,-0.106,0.429,0.255,S
36576,11.408,12493.76,0.858,-0.108,0.431,0.256,S
36626,11.458,12674.38,0.857,-0.109,0.432,0.256,S
36676,11.508,13030.32,0.856,-0.109,0.434,0.256,S
36726,11.558,13087.78,0.854,-0.111,0.436,0.258,S
36776,11.608,13158.74,0.853,-0.112,0.437,0.258,S
36826,11.658,13402.17,0.852,-0.113,0.438,0.259,S
36876,11.708,13410.05,0.851,-0.113,0.44,0.26,S
36926,11.758,13453.73,0.85,-0.114,0.441,0.261,S
36976,11.808,13414.89,0.849,-0.116,0.442,0.262,S
37026,11.858,13414.89,0.847,-0.117,0.444,0.264,S
37076,11.908,13323.95,0.847,-0.118,0.445,0.264,S
37126,11.958,13363.33,0.846,-0.119,0.445,0.266,S
37177,12.009,13363.33,0.844,-0.123,0.446,0.269,S
37227,12.059,13222.95,0.843,-0.124,0.447,0.27,S
37277,12.109,13187.01,0.842,-0.126,0.448,0.272,S
37327,12.159,13143.56,0.84,-0.127,0.449,0.273,S
37377,12.209,13211.31,0.839,-0.128,0.45,0.275,S
37428,12.26,13219.32,0.837,-0.13,0.451,0.277,S
37478,12.31,13275.72,0.836,-0.131,0.453,0.278,S
37528,12.36,13395.53,0.834,-0.132,0.454,0.28,S
37579,12.411,13346.1,0.833,-0.133,0.456,0.281,S
37629,12.461,13426.97,0.832,-0.134,0.457,0.282,S
37679,12.511,13454.06,0.831,-0.135,0.458,0.283,S
37729,12.561,13433.31,0.829,-0.136,0.46,0.284,S
37780,12.612,13351.27,0.828,-0.138,0.462,0.285,S
37830,12.662,13204.53,0.826,-0.139,0.463,0.286,S
37880,12.712,12959.29,0.824,-0.142,0.465,0.288,S
37931,12.763,12657.46,0.822,-0.145,0.467,0.29,S
37981,12.813,12260.93,0.82,-0.148,0.468,0.293,S
38031,12.863,12181.0,0.817,-0.151,0.47,0.295,S
38081,12.913,12750.24,0.814,-0.154,0.473,0.298,S
38132,12.964,13061.46,0.81,-0.158,0.476,0.301,S
38182,13.014,13061.46,0.805,-0.162,0.48,0.306,S
38232,13.064,14574.15,0.802,-0.168,0.481,0.31,S
38282,13.114,14321.67,0.798,-0.172,0.483,0.314,S
38352,13.184,15477.59,0.792,-0.178,0.486,0.32,S
38406,13.238,16607.37,0.787,-0.185,0.488,0.326,S
38460,13.292,16852.84,0.783,-0.188,0.491,0.329,S
38511,13.343,16152.71,0.779,-0.192,0.495,0.332,S
38561,13.393,16248.33,0.776,-0.194,0.497,0.334,S
38612,13.444,16563.71,0.773,-0.194,0.5,0.335,S
38663,13.495,15953.51,0.769,-0.196,0.504,0.337,S
38713,13.545,15424.09,0.767,-0.198,0.506,0.338,S
38764,13.596,15424.09,0.765,-0.2,0.509,0.339,S
38814,13.646,15424.09,0.76,-0.201,0.514,0.34,S
38864,13.696,14977.37,0.758,-0.203,0.517,0.34,S
38914,13.746,15028.0,0.755,-0.205,0.52,0.34,S
38964,13.796,15427.26,0.751,-0.206,0.526,0.338,S
39014,13.846,15728.56,0.748,-0.209,0.529,0.338,S
39065,13.897,16583.18,0.745,-0.213,0.533,0.337,S
39115,13.947,16583.18,0.741,-0.219,0.535,0.338,S
39165,13.997,15943.39,0.739,-0.22,0.538,0.338,S
39215,14.047,15907.24,0.737,-0.221,0.541,0.338,S
39285,14.117,15041.51,0.732,-0.225,0.545,0.339,S
39339,14.171,15041.51,0.729,-0.23,0.546,0.341,S
39390,14.222,15041.51,0.724,-0.24,0.547,0.342,S
39440,14.272,3319.84,0.721,-0.245,0.548,0.342,S
39491,14.323,805.71,0.72,-0.245,0.551,0.34,S
39545,14.377,352.16,0.728,-0.228,0.555,0.329,S
39596,14.428,352.16,0.742,-0.204,0.552,0.32,S
39646,14.478,352.16,0.75,-0.197,0.542,0.321,S
39697,14.529,62.07,0.758,-0.195,0.529,0.326,S
39747,14.579,62.07,0.776,-0.181,0.507,0.325,S
39797,14.629,49.16,0.788,-0.168,0.497,0.32,S
39847,14.679,59.17,0.798,-0.155,0.488,0.316,S
39897,14.729,4.17,0.806,-0.146,0.479,0.314,S
39947,14.779,6.77,0.815,-0.135,0.469,0.31,S
39998,14.83,26.97,0.821,-0.121,0.465,0.306,S
40048,14.88,31.03,0.823,-0.11,0.466,0.302,S
40098,14.93,56.23,0.824,-0.102,0.469,0.299,S
40149,14.981,18.02,0.822,-0.095,0.475,0.296,S
40199,15.031,-20.12,0.82,-0.09,0.48,0.294,S
40249,15.081,21.08,0.816,-0.084,0.49,0.292,S
40299,15.131,43.78,0.813,-0.082,0.497,0.291,S
40350,15.182,34.2,0.808,-0.085,0.504,0.29,S
40400,15.232,34.2,0.806,-0.09,0.505,0.292,S
40450,15.282,1598.73,0.805,-0.09,0.507,0.291,S
40500,15.332,3163.04,0.804,-0.091,0.51,0.291,S
40551,15.383,3163.04,0.801,-0.096,0.513,0.291,S
40601,15.433,5925.99,0.799,-0.1,0.515,0.291,S
40651,15.483,7572.95,0.798,-0.099,0.519,0.288,S
40701,15.533,8744.12,0.796,-0.099,0.523,0.286,S
40751,15.583,9486.03,0.793,-0.102,0.527,0.284,S
40802,15.634,10472.84,0.79,-0.104,0.532,0.282,S
40852,15.684,11380.52,0.788,-0.106,0.536,0.279,S
40902,15.734,11961.78,0.785,-0.111,0.541,0.278,S
40953,15.785,13015.36,0.782,-0.118,0.544,0.278,S
41003,15.835,13755.54,0.779,-0.125,0.546,0.278,S
41053,15.885,13755.54,0.775,-0.134,0.549,0.279,S
41103,15.935,14423.36,0.772,-0.139,0.552,0.279,S
41154,15.986,15166.6,0.77,-0.143,0.555,0.279,S
41204,16.036,15900.9,0.767,-0.145,0.558,0.278,S
41254,16.086,16556.91,0.764,-0.15,0.561,0.278,S
41305,16.137,17033.73,0.761,-0.156,0.563,0.278,S
41355,16.187,16946.68,0.759,-0.16,0.565,0.278,S
41405,16.237,17043.97,0.757,-0.163,0.567,0.278,S
41455,16.287,16906.84,0.754,-0.168,0.569,0.279,S
41506,16.338,17071.71,0.752,-0.169,0.571,0.278,S
41556,16.388,17739.36,0.751,-0.172,0.572,0.279,S
41606,16.438,17730.85,0.748,-0.176,0.573,0.281,S
41657,16.489,18324.42,0.746,-0.181,0.573,0.283,S
41707,16.539,18305.79,0.745,-0.185,0.573,0.285,S
41758,16.59,17387.39,0.743,-0.187,0.574,0.285,S
41809,16.641,17770.86,0.741,-0.186,0.578,0.284,S
41859,16.691,18322.08,0.739,-0.189,0.578,0.285,S
41910,16.742,18332.38,0.738,-0.193,0.578,0.286,S
41961,16.793,18820.42,0.737,-0.195,0.579,0.286,S
42011,16.843,18736.65,0.737,-0.196,0.579,0.287,S
42062,16.894,18455.7,0.736,-0.199,0.578,0.288,S
42116,16.948,17706.82,0.736,-0.201,0.576,0.29,S
42167,16.999,17679.92,0.737,-0.202,0.573,0.294,S
42217,17.049,18004.52,0.736,-0.204,0.57,0.298,S
42268,17.1,18040.69,0.736,-0.205,0.568,0.304,S
42319,17.151,17284.7,0.734,-0.21,0.563,0.314,S
42369,17.201,17284.7,0.733,-0.21,0.561,0.319,S
42420,17.252,16076.11,0.732,-0.213,0.558,0.325,S
42474,17.306,15416.81,0.729,-0.221,0.553,0.335,S
42525,17.357,15416.81,0.726,-0.228,0.549,0.344,S
42575,17.407,14329.51,0.725,-0.229,0.548,0.346,S
42626,17.458,13821.72,0.723,-0.231,0.548,0.349,S
42677,17.509,13125.54,0.719,-0.238,0.545,0.357,S
42727,17.559,12178.37,0.717,-0.242,0.543,0.362,S
42778,17.61,11328.16,0.715,-0.244,0.543,0.365,S
42832,17.664,10798.81,0.712,-0.246,0.543,0.368,S
42883,17.715,10837.56,0.708,-0.252,0.541,0.375,S
42933,17.765,10748.45,0.705,-0.257,0.54,0.379,S
42984,17.816,11142.83,0.701,-0.262,0.539,0.384,S
43035,17.867,11777.67,0.693,-0.274,0.536,0.393,S
43085,17.917,12892.58,0.689,-0.279,0.537,0.397,S
43136,17.968,14777.46,0.684,-0.282,0.539,0.399,S
43187,18.019,15579.94,0.677,-0.288,0.541,0.404,S
43237,18.069,16465.8,0.673,-0.29,0.544,0.406,S
43288,18.12,16611.21,0.669,-0.292,0.547,0.408,S
43342,18.174,16616.38,0.664,-0.295,0.55,0.409,S
43393,18.225,16368.24,0.658,-0.302,0.553,0.41,S
43443,18.275,16153.38,0.655,-0.306,0.555,0.41,S
43494,18.326,16388.77,0.651,-0.309,0.557,0.41,S
43548,18.38,16398.78,0.647,-0.314,0.56,0.409,S
43599,18.431,16408.36,0.64,-0.322,0.563,0.409,S
43649,18.481,16459.79,0.637,-0.327,0.565,0.408,S
43699,18.531,16459.79,0.63,-0.335,0.568,0.407,S
43749,18.581,16069.88,0.627,-0.339,0.571,0.406,S
43799,18.631,15512.53,0.623,-0.341,0.574,0.405,S
43849,18.681,15512.53,0.617,-0.346,0.58,0.402,S
43899,18.731,14725.29,0.613,-0.349,0.583,0.401,S
43949,18.781,14498.05,0.609,-0.355,0.585,0.4,S
43999,18.831,14498.05,0.603,-0.362,0.587,0.399,S
44049,18.881,12089.1,0.598,-0.369,0.588,0.399,S
44100,18.932,9651.11,0.594,-0.373,0.59,0.397,S
44150,18.982,6263.08,0.595,-0.368,0.597,0.389,S
44200,19.032,3436.21,0.6,-0.357,0.61,0.373,S
44251,19.083,654.46,0.604,-0.352,0.613,0.365,S
44301,19.133,91.67,0.612,-0.346,0.61,0.363,S
44351,19.183,53.56,0.622,-0.341,0.601,0.366,S
44401,19.233,22.13,0.635,-0.336,0.583,0.377,S
44452,19.284,56.84,0.645,-0.333,0.566,0.388,S
44502,19.334,35.93,0.655,-0.324,0.556,0.394,S
44552,19.384,-11.01,0.668,-0.307,0.546,0.4,S
44603,19.435,11.18,0.678,-0.29,0.54,0.402,S
44653,19.485,31.64,0.685,-0.278,0.537,0.405,S
44703,19.535,29.76,0.691,-0.266,0.534,0.406,S
44753,19.585,-3.27,0.697,-0.253,0.534,0.404,S
44804,19.636,4.44,0.701,-0.245,0.535,0.401,S
44854,19.686,2.5,0.701,-0.243,0.537,0.398,S
44904,19.736,-6.11,0.699,-0.248,0.54,0.397,S
44955,19.787,591.39,0.697,-0.25,0.543,0.394,S
45005,19.837,617.59,0.696,-0.247,0.548,0.39,S
45056,19.888,951.33,0.695,-0.246,0.551,0.388,S
45106,19.938,1710.53,0.693,-0.251,0.551,0.39,S
45156,19.988,3785.2,0.691,-0.252,0.552,0.39,S
45208,20.04,5747.55,0.691,-0.25,0.556,0.387,S
45259,20.091,6840.66,0.689,-0.248,0.562,0.382,S
45309,20.141,8098.43,0.687,-0.252,0.562,0.383,S
45360,20.192,9395.52,0.684,-0.26,0.56,0.385,S
45414,20.246,10583.81,0.682,-0.265,0.561,0.385,S
45465,20.297,11581.54,0.681,-0.266,0.564,0.382,S
45566,20.398,13102.13,0.678,-0.272,0.565,0.381,S
45617,20.449,13120.15,0.677,-0.275,0.565,0.38,S
45667,20.499,13300.38,0.677,-0.274,0.567,0.378,S
45718,20.55,13330.08,0.677,-0.273,0.569,0.377,S
45772,20.604,13758.54,0.675,-0.276,0.568,0.379,S
45823,20.655,14009.85,0.671,-0.285,0.564,0.386,S
45873,20.705,14022.6,0.669,-0.289,0.562,0.388,S
45923,20.755,14022.6,0.669,-0.289,0.563,0.388,S
45973,20.805,14670.66,0.668,-0.289,0.564,0.387,S
46023,20.855,15367.08,0.667,-0.29,0.564,0.389,S
46073,20.905,15367.08,0.664,-0.296,0.562,0.393,S
46123,20.955,15770.51,0.662,-0.298,0.561,0.395,S
46173,21.005,15845.04,0.661,-0.3,0.56,0.397,S
46239,21.071,16126.11,0.659,-0.302,0.56,0.399,S
46293,21.125,16134.35,0.657,-0.305,0.558,0.403,S
46347,21.179,16354.73,0.653,-0.311,0.555,0.408,S
46398,21.23,16597.3,0.65,-0.315,0.554,0.412,S
46448,21.28,17410.13,0.648,-0.318,0.553,0.414,S
46499,21.331,17730.98,0.645,-0.32,0.554,0.416,S
46550,21.382,17520.16,0.64,-0.327,0.552,0.421,S
46600,21.432,16330.14,0.638,-0.329,0.553,0.422,S
46651,21.483,15425.32,0.636,-0.329,0.554,0.422,S
46705,21.537,15377.19,0.632,-0.333,0.554,0.425,S
46756,21.588,15146.75,0.628,-0.339,0.552,0.428,S
46806,21.638,15040.05,0.626,-0.341,0.552,0.43,S
46857,21.689,15629.07,0.624,-0.344,0.551,0.431,S
46908,21.74,16051.69,0.622,-0.346,0.552,0.431,S
46958,21.79,16179.91,0.621,-0.347,0.552,0.432,S
47009,21.841,15829.86,0.62,-0.348,0.553,0.432,S
47063,21.895,15374.96,0.619,-0.349,0.553,0.432,S
47114,21.946,14681.95,0.618,-0.351,0.554,0.432,S
47164,21.996,13551.12,0.616,-0.352,0.554,0.433,S
47215,22.047,12405.55,0.615,-0.353,0.554,0.433,S
47266,22.098,11825.44,0.614,-0.355,0.554,0.435,S
47316,22.148,11234.72,0.612,-0.355,0.554,0.436,S
47367,22.199,10672.69,0.611,-0.356,0.554,0.437,S
47417,22.249,10672.69,0.609,-0.356,0.554,0.44,S
47467,22.299,9432.4,0.607,-0.357,0.553,0.442,S
47517,22.349,8658.68,0.605,-0.358,0.553,0.445,S
47567,22.399,8658.68,0.602,-0.361,0.551,0.449,S
47617,22.449,8337.45,0.599,-0.364,0.55,0.452,S
47668,22.5,8654.61,0.595,-0.367,0.549,0.456,S
47718,22.55,9103.73,0.593,-0.369,0.55,0.457,S
47768,22.6,9342.23,0.588,-0.372,0.551,0.458,S
47819,22.651,9983.91,0.583,-0.377,0.551,0.46,S
47869,22.701,11642.55,0.579,-0.381,0.551,0.462,S
47919,22.751,11642.55,0.573,-0.388,0.55,0.465,S
47969,22.801,17528.0,0.569,-0.392,0.55,0.466,S
48020,22.852,17968.77,0.565,-0.398,0.548,0.469,S
48072,22.904,17382.66,0.561,-0.401,0.549,0.47,S
48123,22.955,17234.54,0.557,-0.402,0.553,0.469,S
48173,23.005,15622.77,0.555,-0.402,0.557,0.468,S
48224,23.056,14112.81,0.552,-0.404,0.558,0.468,S
48278,23.11,14000.44,0.549,-0.406,0.559,0.468,S
48329,23.161,13503.83,0.545,-0.409,0.562,0.466,S
48379,23.211,14346.83,0.543,-0.413,0.562,0.466,S
48430,23.262,14753.83,0.54,-0.417,0.562,0.466,S
48481,23.313,14785.64,0.536,-0.423,0.562,0.465,S
48531,23.363,15047.29,0.534,-0.425,0.564,0.463,S
