AlignedTime(s),Timestamp1(ms),Crutch1_Force,Crutch1_Qw,Crutch1_Qx,Crutch1_Qy,Crutch1_Qz,Timestamp2(ms),Crutch2_Force,Crutch2_Qw,Crutch2_Qx,Crutch2_Qy,Crutch2_Qz
0.0,24074,0.0,0.999,0.0,0.0,0.0,25168,184.62,0.999,-0.004,0.005,0.004
0.0505,24125,-250.05,0.999,0.001,0.003,0.002,25218,151.62,0.999,-0.006,0.008,0.007
0.101,24176,-234.52,0.999,0.0,0.007,0.004,25268,151.74,0.999,-0.008,0.012,0.009
0.151,24226,-253.26,0.999,0.0,0.012,0.007,25318,174.98,0.999,-0.009,0.016,0.012
0.20550000000000002,24285,-268.35,0.999,-0.001,0.017,0.01,25368,137.1,0.999,-0.012,0.019,0.013
0.2555,24335,-267.42,0.999,-0.005,0.023,0.013,25418,142.61,0.999,-0.014,0.022,0.014
0.3055,24385,-195.6,0.999,-0.011,0.028,0.016,25468,167.3,0.999,-0.012,0.025,0.014
0.3555,24435,-284.11,0.999,-0.016,0.033,0.02,25518,147.74,0.999,-0.008,0.028,0.014
0.406,24485,-339.38,0.998,-0.021,0.037,0.023,25569,164.8,0.999,-0.006,0.03,0.013
0.456,24535,-276.85,0.998,-0.027,0.04,0.028,25619,158.25,0.999,-0.005,0.031,0.012
0.5065,24586,-305.61,0.998,-0.027,0.043,0.034,25669,124.92,0.999,-0.004,0.032,0.01
0.5609999999999999,24644,-291.6,0.997,-0.025,0.045,0.038,25720,147.24,0.999,0.0,0.032,0.008
0.611,24694,-296.03,0.997,-0.026,0.049,0.043,25770,138.33,0.999,0.005,0.032,0.005
0.661,24744,-289.61,0.997,-0.029,0.051,0.048,25820,138.33,0.999,0.011,0.032,0.001
0.711,24794,-323.13,0.996,-0.031,0.054,0.052,25870,105.79,0.999,0.014,0.033,0.0
0.7615000000000001,24844,-282.75,0.996,-0.034,0.056,0.056,25921,170.48,0.999,0.018,0.034,-0.003
0.8125,24894,-297.69,0.995,-0.039,0.058,0.059,25973,159.63,0.999,0.022,0.035,-0.006
0.8634999999999999,24945,-287.95,0.995,-0.043,0.059,0.062,26024,148.07,0.998,0.031,0.036,-0.011
0.9175,25003,-289.37,0.995,-0.045,0.061,0.063,26074,133.22,0.998,0.033,0.038,-0.013
0.968,25053,-263.33,0.994,-0.048,0.064,0.064,26125,131.22,0.998,0.035,0.04,-0.016
1.02,25103,-302.25,0.994,-0.052,0.067,0.064,26179,119.41,0.998,0.035,0.043,-0.017
1.0705,25153,-259.63,0.993,-0.054,0.071,0.064,26230,165.64,0.997,0.039,0.046,-0.016
1.1205,25203,-314.51,0.993,-0.054,0.075,0.062,26280,144.34,0.997,0.04,0.049,-0.015
1.171,25253,-296.52,0.993,-0.053,0.078,0.06,26331,130.49,0.997,0.039,0.052,-0.014
1.222,25304,-321.67,0.993,-0.051,0.081,0.056,26382,170.87,0.997,0.038,0.059,-0.01
1.2765,25363,-302.8,0.994,-0.046,0.082,0.051,26432,149.91,0.997,0.037,0.063,-0.007
1.327,25413,-308.78,0.994,-0.037,0.081,0.045,26483,111.57,0.997,0.037,0.067,-0.004
1.379,25463,-327.36,0.995,-0.03,0.081,0.038,26537,121.14,0.996,0.035,0.072,0.0
1.4295,25513,-318.07,0.995,-0.031,0.081,0.032,26588,116.47,0.996,0.034,0.079,0.008
1.4795,25563,-301.63,0.995,-0.037,0.08,0.027,26638,133.39,0.995,0.033,0.082,0.013
1.5295,25613,-262.55,0.995,-0.041,0.079,0.024,26688,133.39,0.995,0.029,0.088,0.021
1.58,25664,-321.72,0.995,-0.039,0.078,0.022,26738,128.72,0.995,0.022,0.091,0.027
1.634,25722,-255.59,0.996,-0.035,0.078,0.021,26788,95.34,0.994,0.013,0.095,0.034
1.684,25772,-240.03,0.995,-0.034,0.079,0.022,26838,95.34,0.993,0.0,0.104,0.046
1.734,25822,-242.9,0.995,-0.036,0.082,0.023,26888,144.44,0.992,-0.002,0.108,0.051
1.784,25872,-303.62,0.995,-0.038,0.085,0.025,26938,144.94,0.991,-0.003,0.114,0.056
1.842,25922,-277.58,0.994,-0.04,0.089,0.028,27004,158.96,0.99,-0.003,0.121,0.063
1.894,25972,-281.67,0.994,-0.041,0.094,0.031,27058,114.07,0.989,0.0,0.128,0.068
1.9465,26023,-279.74,0.993,-0.042,0.099,0.035,27112,136.1,0.988,0.005,0.133,0.071
2.0010000000000003,26081,-261.0,0.992,-0.043,0.105,0.039,27163,136.22,0.987,0.01,0.138,0.072
2.051,26131,-297.25,0.991,-0.045,0.111,0.045,27213,143.57,0.987,0.012,0.141,0.071
2.1015,26181,-276.71,0.99,-0.049,0.117,0.05,27264,151.51,0.987,0.012,0.144,0.069
