Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
24070,0.0,0.0,0.999,0.0,0.0,0.0,S
24120,0.05,0.0,0.999,-0.002,0.004,0.001,S
24178,0.108,-231.8,0.999,-0.003,0.007,0.001,S
24228,0.158,-251.71,0.999,-0.004,0.009,0.002,S
24278,0.208,-172.1,0.999,-0.006,0.011,0.002,S
24328,0.258,-176.19,0.999,-0.007,0.012,0.002,S
24378,0.308,-175.6,0.999,-0.007,0.014,0.002,S
24428,0.358,-180.91,0.999,-0.004,0.015,0.003,S
24479,0.409,-215.84,0.999,-0.003,0.017,0.004,S
24537,0.467,-157.01,0.999,-0.002,0.02,0.005,S
24587,0.517,-220.32,0.999,-0.004,0.024,0.006,S
24637,0.567,-204.21,0.999,-0.004,0.028,0.008,S
24687,0.617,-207.62,0.999,-0.004,0.032,0.009,S
24737,0.667,-207.62,0.999,-0.004,0.036,0.011,S
24788,0.718,-192.15,0.999,-0.003,0.04,0.013,S
24839,0.769,-168.54,0.998,0.001,0.044,0.015,S
24897,0.827,-256.12,0.998,0.005,0.047,0.017,S
24947,0.877,-193.21,0.998,0.006,0.051,0.02,S
24997,0.927,-193.85,0.998,0.006,0.054,0.022,S
25047,0.977,-157.15,0.998,0.007,0.057,0.024,S
25097,1.027,-189.03,0.997,0.007,0.06,0.026,S
25147,1.077,-194.49,0.997,0.005,0.062,0.028,S
25198,1.128,-171.08,0.997,0.002,0.066,0.03,S
25256,1.186,-217.73,0.997,0.0,0.068,0.031,S
25306,1.236,-175.55,0.996,-0.002,0.071,0.032,S
25356,1.286,-188.65,0.996,-0.005,0.073,0.032,S
25406,1.336,-189.71,0.996,-0.009,0.076,0.032,S
25456,1.386,-185.03,0.996,-0.013,0.078,0.033,S
25506,1.436,-208.88,0.995,-0.018,0.081,0.034,S
25557,1.487,-205.96,0.995,-0.021,0.083,0.034,S
25616,1.546,-131.32,0.995,-0.023,0.085,0.035,S
25666,1.596,-187.63,0.995,-0.024,0.089,0.035,S
25716,1.646,-185.76,0.994,-0.026,0.093,0.036,S
25766,1.696,-182.37,0.993,-0.029,0.098,0.038,S
25816,1.746,-200.42,0.993,-0.032,0.104,0.04,S
25866,1.796,-245.47,0.992,-0.035,0.109,0.042,S
25917,1.847,-224.16,0.991,-0.037,0.113,0.044,S
25975,1.905,-179.78,0.991,-0.037,0.116,0.045,S
26025,1.955,-165.68,0.991,-0.037,0.118,0.046,S
26075,2.005,-185.18,0.99,-0.038,0.121,0.048,S
26125,2.055,-190.73,0.99,-0.039,0.124,0.049,S
26175,2.105,-193.03,0.989,-0.04,0.126,0.05,S
26225,2.155,-238.13,0.989,-0.041,0.129,0.051,S
26276,2.206,-140.71,0.988,-0.042,0.132,0.052,S
26335,2.265,-187.77,0.988,-0.043,0.134,0.052,S
26385,2.315,-184.21,0.987,-0.045,0.137,0.053,S
26435,2.365,-185.58,0.987,-0.047,0.14,0.054,S
26485,2.415,-161.68,0.986,-0.047,0.143,0.055,S
26535,2.465,-201.44,0.986,-0.048,0.147,0.056,S
26585,2.515,-192.59,0.985,-0.048,0.15,0.057,S
26636,2.566,-166.02,0.985,-0.048,0.154,0.058,S
26694,2.624,-195.65,0.984,-0.05,0.158,0.059,S
26744,2.674,-207.33,0.983,-0.055,0.162,0.06,S
26794,2.724,-151.81,0.982,-0.058,0.166,0.061,S
26844,2.774,-194.63,0.981,-0.059,0.169,0.062,S
26894,2.824,-233.94,0.981,-0.058,0.172,0.064,S
26944,2.874,-180.71,0.98,-0.058,0.175,0.065,S
