system_time,device_timestamp,device,command,force,qw,qx,qy,qz,roll,pitch,yaw,analog
2025-11-02 15:19:58.837,93693,CrutchHMI-BT-74d3,S,907207.00,946.0000,-41.0000,289.0000,139.0000,179.07,90.00,130.68,2048
2025-11-02 15:19:58.889,93743,CrutchHMI-BT-74d3,S,977813.00,944.0000,-42.0000,292.0000,140.0000,179.19,90.00,131.17,2048
2025-11-02 15:19:58.942,93794,CrutchHMI-BT-74d3,S,1021401.00,943.0000,-44.0000,295.0000,141.0000,179.93,90.00,131.70,2048
2025-11-02 15:19:58.984,93844,CrutchHMI-BT-74d3,S,1032973.00,943.0000,-44.0000,296.0000,142.0000,179.65,90.00,131.72,2048
2025-11-02 15:19:59.036,93894,CrutchHMI-BT-74d3,S,1037238.00,942.0000,-47.0000,298.0000,144.0000,-179.14,90.00,132.00,2048
2025-11-02 15:19:59.088,93944,CrutchHMI-BT-74d3,S,1062736.00,941.0000,-48.0000,300.0000,146.0000,-179.15,90.00,132.15,2048
2025-11-02 15:19:59.130,93995,CrutchHMI-BT-74d3,S,1097670.00,940.0000,-48.0000,301.0000,147.0000,-179.46,90.00,132.20,2048
2025-11-02 15:19:59.183,94045,CrutchHMI-BT-74d3,S,1116267.00,939.0000,-49.0000,303.0000,149.0000,-179.47,90.00,132.35,2048
2025-11-02 15:19:59.235,94095,CrutchHMI-BT-74d3,S,1100116.00,938.0000,-51.0000,305.0000,150.0000,-178.75,90.00,132.71,2048
2025-11-02 15:19:59.282,94145,CrutchHMI-BT-74d3,S,1062151.00,938.0000,-52.0000,306.0000,151.0000,-178.47,90.00,132.80,2048
2025-11-02 15:19:59.346,94195,CrutchHMI-BT-74d3,S,1062151.00,936.0000,-52.0000,309.0000,153.0000,-179.19,90.00,133.08,2048
2025-11-02 15:19:59.398,94245,CrutchHMI-BT-74d3,S,999461.00,936.0000,-54.0000,310.0000,155.0000,-178.56,90.00,133.11,2048
2025-11-02 15:19:59.450,94295,CrutchHMI-BT-74d3,S,923510.00,935.0000,-57.0000,311.0000,157.0000,-177.44,90.00,133.24,2048
2025-11-02 15:19:59.482,94345,CrutchHMI-BT-74d3,S,870283.00,934.0000,-58.0000,313.0000,159.0000,-177.51,90.00,133.40,2048
2025-11-02 15:19:59.534,94395,CrutchHMI-BT-74d3,S,854812.00,933.0000,-57.0000,315.0000,160.0000,-178.45,90.00,133.55,2048
2025-11-02 15:19:59.607,94445,CrutchHMI-BT-74d3,S,819362.00,932.0000,-59.0000,316.0000,162.0000,-177.90,90.00,133.62,2048
2025-11-02 15:19:59.628,94495,CrutchHMI-BT-74d3,S,745927.00,931.0000,-63.0000,317.0000,165.0000,-176.52,90.00,133.70,2048
