system_time,device_timestamp,device,command,force,qw,qx,qy,qz,roll,pitch,yaw,analog
2025-10-31 20:29:29.308,91463,CrutchHMI-BT-74d3,S,94752.00,922.0000,-43.0000,322.0000,209.0000,165.32,90.00,129.49,2048
2025-10-31 20:29:29.308,91514,CrutchHMI-BT-74d3,S,94678.00,918.0000,-47.0000,326.0000,217.0000,165.73,90.00,129.83,2048
2025-10-31 20:29:29.350,91564,CrutchHMI-BT-74d3,S,92287.00,916.0000,-47.0000,328.0000,221.0000,164.99,90.00,129.91,2048
2025-10-31 20:29:29.415,91615,CrutchHMI-BT-74d3,S,97530.00,915.0000,-47.0000,331.0000,225.0000,164.27,90.00,130.09,2048
2025-10-31 20:29:29.454,91665,CrutchHMI-BT-74d3,S,97530.00,911.0000,-47.0000,335.0000,231.0000,163.19,90.00,130.38,2048
2025-10-31 20:29:29.504,91715,CrutchHMI-BT-74d3,S,105313.00,910.0000,-45.0000,338.0000,233.0000,161.99,90.00,130.57,2048
2025-10-31 20:29:29.550,91765,CrutchHMI-BT-74d3,S,109023.00,909.0000,-42.0000,340.0000,235.0000,160.43,90.00,130.60,2048
2025-10-31 20:29:29.615,91815,CrutchHMI-BT-74d3,S,113103.00,907.0000,-40.0000,343.0000,237.0000,159.32,90.00,130.82,2048
2025-10-31 20:29:29.662,91865,CrutchHMI-BT-74d3,S,116371.00,905.0000,-43.0000,345.0000,242.0000,159.76,90.00,131.02,2048
2025-10-31 20:29:29.721,91916,CrutchHMI-BT-74d3,S,-30518654.00,903.0000,-44.0000,347.0000,246.0000,159.55,90.00,131.17,2048
2025-10-31 20:29:29.783,91966,CrutchHMI-BT-74d3,S,-30518654.00,901.0000,-39.0000,351.0000,248.0000,157.40,90.00,131.37,2048
2025-10-31 20:29:29.804,92016,CrutchHMI-BT-74d3,S,116982.00,900.0000,-36.0000,354.0000,248.0000,156.37,90.00,131.60,2048
2025-10-31 20:29:29.855,92066,CrutchHMI-BT-74d3,S,-30517340.00,899.0000,-33.0000,357.0000,248.0000,155.39,90.00,131.82,2048
2025-10-31 20:29:29.917,92117,CrutchHMI-BT-74d3,S,104086.00,898.0000,-31.0000,359.0000,249.0000,154.64,90.00,131.94,2048
2025-10-31 20:29:29.968,92167,CrutchHMI-BT-74d3,S,81659.00,897.0000,-23.0000,364.0000,247.0000,152.49,90.00,132.23,2048
2025-10-31 20:29:30.009,92217,CrutchHMI-BT-74d3,S,46044.00,896.0000,-12.0000,369.0000,243.0000,149.93,90.00,132.46,2048
2025-10-31 20:29:30.061,92267,CrutchHMI-BT-74d3,S,31426.00,896.0000,-4.0000,373.0000,239.0000,148.41,90.00,132.70,2048
2025-10-31 20:29:30.123,92318,CrutchHMI-BT-74d3,S,30122.00,894.0000,1.0000,380.0000,236.0000,147.90,90.00,133.43,2048
2025-10-31 20:29:30.174,92368,CrutchHMI-BT-74d3,S,31001.00,893.0000,1.0000,382.0000,235.0000,148.15,90.00,133.73,2048
2025-10-31 20:29:30.205,92418,CrutchHMI-BT-74d3,S,30092.00,892.0000,-1.0000,384.0000,236.0000,148.68,90.00,134.03,2048
2025-10-31 20:29:30.276,92468,CrutchHMI-BT-74d3,S,29848.00,891.0000,-4.0000,385.0000,236.0000,149.51,90.00,134.33,2048
2025-10-31 20:29:30.307,92518,CrutchHMI-BT-74d3,S,29230.00,890.0000,-10.0000,387.0000,239.0000,150.85,90.00,134.73,2048
2025-10-31 20:29:30.369,92568,CrutchHMI-BT-74d3,S,28624.00,889.0000,-16.0000,386.0000,242.0000,152.05,90.00,134.81,2048
2025-10-31 20:29:30.420,92618,CrutchHMI-BT-74d3,S,28624.00,888.0000,-22.0000,386.0000,245.0000,153.34,90.00,134.99,2048
2025-10-31 20:29:30.462,92668,CrutchHMI-BT-74d3,S,33455.00,887.0000,-25.0000,387.0000,248.0000,153.86,90.00,135.13,2048
2025-10-31 20:29:30.513,92718,CrutchHMI-BT-74d3,S,31995.00,886.0000,-27.0000,388.0000,251.0000,154.10,90.00,135.22,2048
