Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
44810,11.281,10455.22,-0.861,-0.343,-0.189,0.323,S
44864,11.335,10455.22,-0.855,-0.349,-0.182,0.335,S
44918,11.389,10455.22,-0.85,-0.354,-0.174,0.347,S
44972,11.443,10455.22,-0.844,-0.36,-0.167,0.359,S
45026,11.497,10455.22,-0.838,-0.365,-0.159,0.371,S
45080,11.551,10455.22,-0.832,-0.37,-0.151,0.383,S
45133,11.604,10455.22,-0.825,-0.375,-0.144,0.395,S
45184,11.655,10455.22,-0.816,-0.382,-0.133,0.41,S
45234,11.705,10455.22,-0.811,-0.386,-0.127,0.42,S
45285,11.756,10455.22,-0.805,-0.39,-0.12,0.429,S
45339,11.81,10455.22,-0.797,-0.394,-0.113,0.441,S
45392,11.863,10455.22,-0.79,-0.399,-0.105,0.452,S
45443,11.914,10455.22,-0.78,-0.405,-0.094,0.466,S
45493,11.964,10455.22,-0.773,-0.408,-0.088,0.475,S
45544,12.015,18727.64,-0.767,-0.412,-0.081,0.484,S
45598,12.069,17892.38,-0.758,-0.416,-0.073,0.495,S
45652,12.123,17173.17,-0.75,-0.419,-0.065,0.505,S
45703,12.174,16071.55,-0.739,-0.424,-0.055,0.519,S
45753,12.224,15951.3,-0.731,-0.428,-0.048,0.527,S
45804,12.275,15623.5,-0.724,-0.43,-0.041,0.536,S
45855,12.326,14692.75,-0.712,-0.435,-0.031,0.549,S
45905,12.376,13510.13,-0.704,-0.438,-0.024,0.557,S
45956,12.427,10758.59,-0.697,-0.44,-0.018,0.565,S
46010,12.481,6436.39,-0.687,-0.443,-0.01,0.574,S
46061,12.532,3100.86,-0.674,-0.447,0.0,0.586,S
46111,12.582,757.32,-0.666,-0.45,0.007,0.594,S
46162,12.633,-13.51,-0.658,-0.452,0.013,0.601,S
46213,12.684,-32.81,-0.645,-0.455,0.024,0.612,S
46263,12.734,-74.86,-0.636,-0.457,0.03,0.619,S
46314,12.785,-21.92,-0.628,-0.459,0.037,0.626,S
46368,12.839,-55.17,-0.617,-0.462,0.045,0.634,S
46419,12.89,-86.5,-0.603,-0.464,0.056,0.645,S
46469,12.94,-53.39,-0.594,-0.466,0.062,0.651,S
46519,12.99,-53.39,-0.58,-0.469,0.073,0.661,S
46569,13.04,-74.36,-0.571,-0.47,0.079,0.667,S
46619,13.09,-42.94,-0.562,-0.471,0.086,0.673,S
46669,13.14,-42.94,-0.546,-0.473,0.098,0.683,S
46719,13.19,-47.66,-0.537,-0.475,0.104,0.689,S
46769,13.24,-76.86,-0.527,-0.476,0.111,0.694,S
46819,13.29,-60.74,-0.518,-0.476,0.117,0.699,S
46869,13.34,-23.52,-0.505,-0.478,0.126,0.706,S
46919,13.39,-20.85,-0.494,-0.479,0.134,0.712,S
46969,13.44,-20.85,-0.484,-0.479,0.141,0.717,S
47019,13.49,1909.07,-0.471,-0.48,0.15,0.724,S
47069,13.54,3310.56,-0.462,-0.48,0.156,0.728,S
47120,13.591,4979.6,-0.45,-0.481,0.164,0.733,S
47170,13.641,4979.6,-0.435,-0.481,0.174,0.74,S
47220,13.691,7956.15,-0.426,-0.481,0.18,0.744,S
47270,13.741,9465.67,-0.416,-0.481,0.187,0.748,S
47321,13.792,11754.25,-0.405,-0.481,0.194,0.752,S
47371,13.842,12849.76,-0.391,-0.48,0.203,0.757,S
47421,13.892,13956.35,-0.382,-0.48,0.209,0.76,S
47471,13.942,15479.88,-0.372,-0.48,0.216,0.764,S
47522,13.993,16066.98,-0.357,-0.479,0.226,0.769,S
47572,14.043,16746.21,-0.347,-0.478,0.232,0.772,S
47622,14.093,17899.62,-0.337,-0.477,0.238,0.774,S
47672,14.143,19395.75,-0.324,-0.476,0.247,0.778,S
47722,14.193,20056.14,-0.312,-0.475,0.254,0.781,S
47772,14.243,20128.73,-0.303,-0.474,0.26,0.784,S
47822,14.293,20128.73,-0.287,-0.472,0.27,0.788,S
47872,14.343,20574.86,-0.277,-0.471,0.276,0.79,S
47922,14.393,21233.55,-0.268,-0.469,0.282,0.792,S
47985,14.456,22122.85,-0.254,-0.467,0.29,0.795,S
48039,14.51,23029.46,-0.242,-0.465,0.297,0.797,S
48093,14.564,24444.95,-0.231,-0.463,0.304,0.799,S
48144,14.615,25319.73,-0.215,-0.46,0.313,0.801,S
48194,14.665,25236.79,-0.205,-0.458,0.319,0.803,S
48245,14.716,23579.76,-0.196,-0.456,0.325,0.804,S
48296,14.767,22713.65,-0.18,-0.453,0.334,0.806,S
48346,14.817,21605.17,-0.17,-0.45,0.339,0.807,S
48397,14.868,19262.42,-0.16,-0.448,0.345,0.808,S
48448,14.919,18902.08,-0.145,-0.444,0.353,0.809,S
48498,14.969,18166.85,-0.135,-0.442,0.359,0.81,S
48549,15.02,17949.52,-0.125,-0.439,0.364,0.811,S
48599,15.07,17949.52,-0.107,-0.434,0.374,0.812,S
48649,15.12,18177.96,-0.097,-0.431,0.379,0.812,S
48699,15.17,17065.2,-0.087,-0.428,0.384,0.812,S
48749,15.22,17065.2,-0.071,-0.424,0.392,0.812,S
48799,15.27,15831.81,-0.061,-0.421,0.397,0.812,S
48849,15.32,15407.5,-0.051,-0.417,0.402,0.812,S
48899,15.37,14870.68,-0.039,-0.414,0.408,0.812,S
48949,15.42,14554.75,-0.025,-0.409,0.415,0.811,S
48999,15.47,13672.94,-0.015,-0.406,0.42,0.811,S
49070,15.541,12454.55,0.001,-0.4,0.427,0.81,S
49124,15.595,12087.16,0.013,-0.396,0.433,0.809,S
49174,15.645,12087.16,0.031,-0.389,0.441,0.807,S
49224,15.695,11718.44,0.041,-0.386,0.445,0.806,S
49274,15.745,11551.4,0.051,-0.382,0.45,0.805,S
49324,15.795,11304.59,0.061,-0.378,0.454,0.803,S
49374,15.845,10959.77,0.076,-0.372,0.46,0.801,S
49425,15.896,10745.28,0.088,-0.368,0.465,0.799,S
49475,15.946,10482.09,0.098,-0.364,0.469,0.798,S
49525,15.996,10320.99,0.112,-0.358,0.475,0.795,S
49576,16.047,10349.92,0.124,-0.353,0.48,0.793,S
49626,16.097,10972.85,0.135,-0.349,0.484,0.79,S
49676,16.147,11690.51,0.149,-0.343,0.489,0.787,S
49726,16.197,12643.67,0.159,-0.338,0.493,0.785,S
49777,16.248,13464.95,0.171,-0.333,0.497,0.782,S
49827,16.298,13464.95,0.187,-0.326,0.503,0.777,S
49877,16.348,14895.54,0.197,-0.321,0.506,0.774,S
49927,16.398,15581.05,0.207,-0.316,0.51,0.771,S
49978,16.449,15581.05,0.22,-0.311,0.514,0.768,S
50028,16.499,15581.05,0.23,-0.306,0.517,0.764,S
50078,16.549,15581.05,0.24,-0.301,0.52,0.761,S
50132,16.603,15581.05,0.252,-0.296,0.524,0.757,S
